bug_id,bug_title,bug_description,bug_tags,priority,severity,area_path,iteration_path,state
270716,REST API POST /items incorrectly handling name fields,,DCS; DTNA; IMACS; REST; TN,,3 - Medium,104 newPDM\PLATON\Team 5,104 newPDM\PI9\Sprint 9.1,Closed
270719,REST API PATCH /items incorrectly handling name fields,,DCS; DTNA; IMACS; REST; TN,,3 - Medium,104 newPDM\PLATON\Team 5,104 newPDM\PI9\Sprint 9.1,Closed
270767,Address Book search results not showing any user to assign recipient,,Blocked/Failed_BuSc; C2_SRT_Iteration1; SRT_Wave1; SRT_Wave1_BuSc,1,1 - Critical,104 newPDM\PLATON\Team 5,104 newPDM\PI9,Closed
270773,"Selection of a part in the 3D area, leads to the transformation on the wrong level","Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) moving parts in 3D viewer using Move function. 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) used move function to move the Part/Assembly design revison inside an assembly. 🚩 What was your expected result? When i select the Part/Assembly design revison in the 3D viewer the GEO part is selected in the left window and when i move the part, the trafo for the GEO file is updated and not the Part/Assembly design revison. 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) The Part/Assembly design revison should be updated with new trafo and not the GEO part's Trafo. 🚧 What are the consequences of the incident? Wrong GEO gets updated for the parts that has usages in another components. Default Platon Incident Template v. 4 from 20.09.2024 .",Awaiting-feedback; Dispatcher: Chinmay; Dispatcher: Pravin; Team 1,,3 - Medium,104 newPDM\PLATON\Team 1,104 newPDM\PI10\Sprint 10.1,Closed
270872,PLATON | Partnumber flagged as Substitute Element cannot be removed from Structure,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) 05 - 02 Lower Product Structure 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) Call up Part/Assembly Design Revision (ZB) A0000000040 Expand the Structure Remove Substitute Group from Part/Assembly Design Revision A0000000041 Remove Part/Assembly Design Revision A0000000041 from Structure ( A0000000040) 🚩 What was your expected result? By deleting the Substitute Group t he Substitute flag from A0000000041 must be automatically removed by the System. The Part/Assembly Design Revision A0000000041 must be completely removable from the structure. 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) The Substitute flag is still visible Part is not removable from the structure 🚧 What are the consequences of the incident? Structure can not be updated",Blocked by IR; celina erath; Dispatcher: Chinmay; LPS; method_workaround; TC_CSP_6.3; TN,,3 - Medium,104 newPDM\PLATON\Team 1,104 newPDM\PI11\Sprint 11.2,Closed
270887,PLATON | Partnumbers remove from ARR are still Remaining in the Where Used Tab on Reference Section,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) Removing Parts( A4712050606 , A4702000440 , A4712000828 ) from Arrangement ARR000000000000013 Checking Where Used information for the single Parts 🚩 What was your expected result? The connection to ARR000000000000013 must removed as well 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) Although the Part Numbers have been removed from the Arrangment the connection to the Arrangment is still visible in the Reference Section 🚧 What are the consequences of the incident? Part Numbers can not be completely removed from a Structure.",celina erath; Dispatcher: Pravin; Former_Incident; method_arr; method_workaround; Team 1,,3 - Medium,104 newPDM\PLATON\Team 1,104 newPDM,Closed
270907,Effectivity date is not getting updated on SA object,,C2_SRT_Iteration1; SRT _Wave1,,3 - Medium,104 newPDM\PLATON\Team 2,104 newPDM\PI8,Closed
270912,When we provide invalid object UID getting 200 ok error code,,Int_API_Bug; SP2.1,2,2 - High,104 newPDM\PLATON\Team 5,104 newPDM\PI8\Sprint 8.4,Closed
270919,DM | Attribute PP4D_CP_AREA | Values Rounded,,DM_PreProd; MigVal_NX; NX_Load,3,3 - Medium,104 newPDM\PLATON\Team 1,104 newPDM\PI9\Sprint 9.1,Rejected
270957,"PLATON | Test Case | Step_10_to_150- Create Navigation Module, Functional Module and codes under Variant dictionary in PLATON - Feature creation","Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) Link doesn't work 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) Executed tests according to test case description but step 12 calls for change of role from Data-Manager to PDM-Author for feature creation. Feature creation is in responsibility of documentation and NOT the one from a designer. 🚩 What was your expected result? 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) 🚧 What are the consequences of the incident? If designers are able and allowed to create their code when needed we open door for 'disaster"". Default Platon Incident Template v. 4 from 20.09.2024 .",Dispatcher: Chinmay; Former_Incident; IM_TestCase_Update; Team 2,1,2 - High,104 newPDM\PLATON\Team 2,104 newPDM\PI8,Closed
270961,Change Description is not Editable & ESD-Code is not available on Overview Page,,Blocked/Failed_BuSc; BuSc_TestCase; C2_SRT_Iteration1; SRT_Wave1,,2 - High,104 newPDM\PLATON\Team 1,104 newPDM\PI9\Sprint 9.1,Rejected
271021,Platon Attribute p4d_real_weight not found. in N000000000053 Standardpart - Automatic Testing,,Automated Data Validation; Fast_Load_3; Team 4,,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI10\Sprint 10.1,Closed
271034,PLATON | Refresh | Platon refresh after idle but it's not coming up again,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) n/a 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) Working with PLATON for some time and needed to switch to other topics for some time. Afterwards wanted to start working with PLATON again system needed to refresh but never comes back. You need to select the tab itself and select ""refresh"" or hit F5 to 'force' restart to be able to use PLATON again. 🚩 What was your expected result? System back for operation 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) 🚧 What are the consequences of the incident? Unable to work. Default Platon Incident Template v. 4 from 20.09.2024 .",AutoRefresh; Dispatcher: Chinmay; Dispatcher: Pravin; Performance; Team 6; TN,,4 - Low,104 newPDM\PLATON\Team 6,104 newPDM\PI8,Closed
271933,Previewservice: Active code page: 65001,,Blocked; Spillover,3,4 - Low,104 newPDM\PLATON\Team 1,104 newPDM\PI9\Sprint 9.2,Closed
271993,DM | Attribute PP4D_CP_AREA | Values Incorrect,,DM_PreProd; InterTeamDependency; MigVal_NX; NX_Load,3,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI9,Rejected
272004,DM | Attribute PP4D_HEIGHT | Values Rounded,,Dependency; DM; DM_PreProd; MigVal_NX; NX_Load; Ready; Team 3; Team 4,3,3 - Medium,104 newPDM\PLATON\Team 3,104 newPDM\PI10\Sprint 10.2,Closed
272007,DM | Attribute PP4D_MASTER_DATA_VER | Values Incorrect,,DM_PreProd; InterTeamDependency; MigVal_NX; NX_Load,3,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI9,Rejected
272058,Usage object is not getting loaded in 3-D viewer tab,,C2_SRT_Iteration1; SRT_Wave1; SRT_Wave1_BuSc,,3 - Medium,104 newPDM\PLATON\Team 2,104 newPDM\PI8,Closed
272068,Z-Date/Z-Datum Missing attribute/value in the migrated rawpart data,,Fast_Load_2; Team 4,,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI9\Sprint 9.2,Closed
272096,ARR_DTCONNECT_DXWELD_PLATON is migrated without data,,Fast_Load_2,,2 - High,104 newPDM\PLATON\Team 4,104 newPDM\PI9\Sprint 9.3,Closed
272127,PLATON | LPS revision | two in work revisions are possible,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) new part revision created 0001 and attached to eco. part revision status = MSassigned part revised again 0002. part revision 0001 removed from ECO. two revisions in work at the same time 🚩 What was your expected result? only based on real status such as ""released"", ""frozen"" or ""engineering"" a new revision is possible 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) new revision based on ""msassigned"" is possible 🚧 What are the consequences of the incident? Default Platon Incident Template v. 4 from 20.09.2024 .",Dispatcher: Pravin; Former_Incident,,2 - High,104 newPDM\PLATON,104 newPDM\PI8,Closed
272176,Missing Kinematic Data,,5cDMU; Team 4,,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI9,Rejected
272202,Misleading Smaragd Revisions and Sequences after Revise >>> New PreProd ( Mar 2025 ),,DM_PreProd; InterTeamDependency; R_24.01; Ready,3,3 - Medium,104 newPDM\PLATON\Team 3,104 newPDM\PI9\Sprint 9.1,Closed
272208,"DQ Process Status: Not Relevant, after adding correct project and rerunning PDQ check several times the DQ Process Status and DQ Check Date don't get updated.",,SRT _Wave1; SRT_Iteration2; SRT_Wave1_BuSc,,3 - Medium,104 newPDM\PLATON\Team 3,104 newPDM\PI9\Sprint 9.1,Closed
272213,DM | Attribute PP4D_MATERIAL2 | Values Truncated,,DM_PreProd; InterTeamDependency; MigVal_NX; NX_Load,3,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI9,Rejected
272227,DM | Attribute PP4D_MATERIAL2 | Values Incorrect,,DM_PreProd; InterTeamDependency; MigVal_NX; NX_Load,3,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI9,Rejected
272237,Working with Platon in the area of ​​vehicle structure is virtually impossible due to the system behavior and system performance.,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) Product Engineering 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) When carrying out the test cases specified above, changes to the filtering and display of the vehicle structure should be made in the Filter area and in the Variant Configuration area. For example, setting model codes, DT expressions, true and false relevancy for safety and certification, etc. 🚩 What was your expected result? The vehicle structure is displayed according to the set parameters and thus visualized in the viewer. 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) The system behaves differently: 1. The system freezes and no longer displays anything and no longer responds to clicks. 2. Sometimes the change set in the tree is not displayed and various error messages appear. 3. Sometimes the change set is displayed in the tree and viewer, but cannot be reset and various error messages appear. The system then often freezes, but not always. ==> It is impossible to work like this or to make assessments. ==> Please look to the attachments of this incident, there are same examples of errors. 🚧 What are the consequences of the incident? 1. The tests cannot be carried out because it is impossible to assess the system behavior. 2. The system cannot be worked with at the vehicle structure level. Default Platon Incident Template v. 4 from 20.09.2024 .",5cDMU; Dispatcher: Chinmay; Team 6,2,2 - High,104 newPDM\PLATON\Team 6,104 newPDM\PI8,Closed
272238,<Affected System (PLATON) | Topic (Migration) | Values of the Tranformation matrix are not identical,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) Data Migration validation, not affected to Process House 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) Comparison of the values of the Transformatiosmatrix of SAA Z53914756 realtion to A9603257814 from Smaragd with Platon 🚩 What was your expected result? Identical values like in Smaragd 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) 🚧 What are the consequences of the incident? Differentiation of units of measurement, please check Default Platon Incident Template v. 4 from 20.09.2024 .",Dispatcher: Pravin; Former_Incident,,2 - High,104 newPDM\PLATON,104 newPDM\PI8,Closed
272250,"Advanced Search - material details does not work with ""*""",,,3,3 - Medium,104 newPDM\PLATON\Team 1,104 newPDM\PI9\Sprint 9.2,Closed
272302,"Platon - When creating a Flex Part the second one gets the suffix ""NaN"" (apparently only happens with ""wrong"" Part Numbers)","Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) I created a new Part Number via ""Save As"" from NX to validate another Incident #205976 After saving the Part to Platon i created a Flex Part, that worked well. When creating the second Flex Part I got the Suffix ""NaN"" instead of ""A02"" I used a wrong Part Number on purpose here, as it was part of the testing for the other incident. 🚩 What was your expected result? The Flex Part would be created with Suffix ""A02"" 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) The Flex Part got the suffix ""NaN"", when trying to create another FP i got an error message, most likely because there was already a FP with the same name. Maybe this only occured due of the naming of my Part, because when I tried this with a correct Part Number it worked, but I tried it again with a fantasy Part Number and the same error occured when creating my second FP. (The first one worked again) 🚧 What are the consequences of the incident? If this only happens to ""wrong"" Part Numbers this should have no impact, as there wont be wrong Part Numbers in the future, as they will be coming from SPIN. But if the error is not due to this fact, this has to be adressed, as only one flex part could be created for certain Parts. Default Platon Incident Template v. 4 from 20.09.2024 .",Dispatcher: Chinmay; Team 3,,3 - Medium,104 newPDM\PLATON\Team 3,104 newPDM\PI9\Sprint 9.2,Closed
272363,During 'Save' operation in NX Platon Assembly (Part/Assembly) gets Precise,,Blocked/Failed_BuSc; C2_SRT_Iteration1; SRT_Wave1; SRT_Wave1_BuSc,,2 - High,104 newPDM\PLATON\Team 1,104 newPDM\PI8,Rejected
273534,Not able to Paste the Component under the New Component in NX Platon,,Blocked/Failed_BuSc; C2_SRT_Iteration1; SRT_Wave1; SRT_Wave1_BuSc,,2 - High,104 newPDM\PLATON\Validation,104 newPDM\PI8,Rejected
273538,PLATON | Functionality LPS | Estimated Weight wrong value,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) Business Scenario 05.33 05-02 Create lower product structure/ 05-02-04 Create Parts in PDM 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) Open Part Number N910105010007 Version 0004.001 | MIG000013695065 in Platon and view weight attributes (Step 12 of the Test Case: Click on ""Update Mass Properties"" from analysis tab) 🚩 What was your expected result? 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) 🚧 What are the consequences of the incident? wrong data in product documentation Default Platon Incident Template v. 4 from 20.09.2024 .",Dispatcher: Pravin; Former_Incident,,2 - High,104 newPDM\PLATON,104 newPDM\PI8,Closed
273544,Toothing Table Import : Handling of Coast & Drive Values,,,,,104 newPDM\NX AddOns Methods - Development - Testing,104 newPDM\PI9\Sprint 9.1,Closed
274748,Attribute length of P4D_SURFACE_PROT is 15 so the values from Smaragd is getting truncated,,DM; Ready,3,3 - Medium,104 newPDM\PLATON\Team 3,104 newPDM\PI9,Rejected
274754,V1_Position Parts in UPS using Relative Transform Column (ID: 268413),"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) Set Relative trasform ifnroamtion to Product Structure, 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) When set Relative transform infromation to Product Structre child part, it was not possible to save this information due to access right. 🚩 What was your expected result? Modify Relative transform information. 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) Impossible to modify relative transform ifnroamtion. I think this is due to I don't have access right (Write) to current available Product Structure items. I have TE and FUSO access (write) right, but not for TT/DTNA/BUS/MBS. Current avialavle Product Structure items group IDs are TT/DNTA/BUS/MBS. Please grant access right (write) for TT/DTNA/BUS/BMS for this test. 🚧 What are the consequences of the incident? Impossible to go ahead this test cases. Default Platon Incident Template v. 4 from 20.09.2024 .",Dispatcher: Chinmay; Former_Incident; Team 3,2,3 - Medium,104 newPDM\PLATON\Team 3,104 newPDM\PI9,Closed
274775,Release status mismatch for Geometry Revision-A9606422502_1,,DM; InterTeamDependency; Ready,3,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI9,Rejected
274780,Release status mismatch for Geometry Revision-Z50964715_1,,DM; Ready,3,3 - Medium,104 newPDM\PLATON\Team 4,104 newPDM\PI9,Rejected
274853,"While retrieving File Ticket Url for Component, getting part number not found Error in response",,Int_API_Bug; SP2.1,2,2 - High,104 newPDM\PLATON\Team 5,104 newPDM\PI9\Sprint 9.1,Closed
274951,"Relation Management API: While providing component revision in input of relation management API, getting part number not found error",,Int_API_Bug; SP2.1,2,2 - High,104 newPDM\PLATON\Team 5,104 newPDM\PI9\Sprint 9.1,Closed
274969,System allows to attach multiple revisions of same part in structure,"Copied from Repro Steps when changed from Bug to Platon Incident 3/7/2025 10:01 AM Bug filed on ""05.16_Business Scenario (185028)_Step_10_to_50-Add a Part multiple times to an assembly and apply add information for each occurence"" Step no. Result Title 1. Passed Test Data: TT: Arrangement: ARR_PLATON_TEST_MIG_SNAPSHOTS Snapshot: BMV_DMH47X_D473915_FBE_E_2102 [#D5PF_MOTOR_R6SD_MBT_EU03] Z53712234 CAMSHAFT HOUSING WITH VALVETRAIN CL5 or any other camshaft housing [SA Z537122] Z53700732 CYLINDER HEAD COVER CL5 BRAZIL EXPORT or any other available cylinder head cover SAA Z53702212 PISTON CL5 EUROPE FE1 ... Z53702307 CONNECTING ROD CL5 HDEP 2020 ... Z53707210 CYLINDER HEAD GASKET CL5 FOR FIRERING FE1 ... [this SAA includes the screws for fixing the cyl. head to the crankcase] Z53705026 OIL PAN PLASTIC CL5 EURO 6 ... BUS: ARR_PLATON_ASSY_ACTIONS_BUS TE: ARR01178216 e.g Z54126601 CTT: USC_136_J_MBMO (j0VwCmp), ARR_PLATON_TEST_MIG_CTT DTNA: ARR PLATON SAMPLE 2 2. Passed Login to PLATON with valid Username & Password. Group = TT / DTNA / TE / BUS / CTT / MBS and Role =PDM-Author Expected Result PLATON login is successful. 3. Passed Search & Open any existing Part Assembly by using Global Search (Note: Open Design/Component in Content page) Note:- Make sure Part/Assembly should have UGMASTER Data Set already present, if it is not present then add from NX by ""Clone Start Part"" Addon Expected Result Already existing Part assembly is searched & opened successfully. 4. Passed Add Sub-Parts to assembly in PLATON Select the Assembly top node & click Add->Child button Expected Result Add Child dialogue appears 5. Failed Click on N ew to add newly created Component/sub-parts OR Click on Palette to add already copied the existing Component/sub-parts OR Click on Search to add if user wants to search the existing Component/sub-parts Note:- Try to add multiple revisions of the same geometry under a parent in an assembly. Multiple revisions of the same Geometry should not be allowed under a parent in an assembly. Expected Result Sub-part child is added successfully to the assembly Comments: User can attach multiple revisions of same part 6. None Check occurrence attributes like: Maturity level, Position number, Torque etc. are retained after sub-parts/components are Added ( From Palette ) Note: - Palette having Part revision with Occurrence attribute will copy if not attribute set to default Expected Result Verify that relations are maintaining for mention attributes. 7. None Repeat step 4 and 5 to add some more sub-parts. Note:- This step is optional, if require execute. Expected Result Sub-part child is added successfully to the assembly 8. None Remove Sub-Parts to assembly in PLATON a. Select the component/sub-part which needs to be remove from assembly & click Edit Structure-> Remove b. Click Remove to remove the sub-parts Expected Result Component/sub-parts removal warning appears. Component/sub-parts is successfully removed from the Structure 9. None Repeat step 7 to remove some more sub-parts as per requirement. Note:- This step is optional, if require execute. Expected Result Component/sub-parts is successfully removed from the Structure 10. None Replace Sub-Parts to assembly in PLATON a. Select the sub-part which needs to be replace from assembly & click Edit Structure-> Replace Expected Result Replace dialogue appears 11. None a. Click on New to replace newly created Component/Sub-parts OR Click on Palette to replace already copied the existing Component/sub-parts OR Click on Search if user wants to search the existing Component/ sub-parts b. After selecting any one of the above options, click Replace button Expected Result The required child sub-parts are replaced successfully. 12. None Check occurrence attributes like: Maturity level, Position number, Torque etc. are retained after sub-parts/components are replaced. Expected Result Verify that relations are maintaining for mention attributes. 13. None To update the relations attributes, select child lines and click on edit, User can edit the remarks, Tightening torque type LOV, torque etc. Expected Result Relation attributes updated as per requirement. 14. None To give Tightening Torque value for any child line: a. Select any Component/sub-part ( child part) from Part/Assembly and g o to Tightening torque type column and double click on it, give any input as per LOV b . Select above child part and go to calculate torque NOTE: User should have access to this UI on Daimler network c. Select same Torque type LOV from step 13.a d. Select Risk class and Suggested Torque selected as per Daimler Truck norms e. Click on Calculate Torque & select Copy Torque f. Paste this copied value in Tightening Torque column of same child part. Expected Result Tightening torque type value selected from LOV for child part Web based UI (Torque Editor page) is opened Torque value populate in Result field and copied the same Tightening Torque column updated as per requirement. 15. None Modify Positioning in PLATON- case 1 a . Select the Assembly top node & click on Expand>Unpack all b. Select any Component/sub-part ( child part) from Part/Assembly and g o to Relative Transform column and double click on it c. In Edit Transform dialoge edit the Transform-X, -Y -Z value as per requirements. Expected Result Component/sub-part positions is changed in 3D viewer. 16. None Modify Positioning in PLATON- case 2 a . Select the Assembly top node & click on Expand>Unpack all b . Select any Component/sub-part ( child part) from Part/Assembly and go to 3D tab and move the positions of these part by click on More commands then Move>select the part>Manipulate>Drag the position as per requirement>save the position. Expected Result Component/sub-part positions is changed in 3D viewer. Test Configuration: SP1_SRT_C2_Preprod FYR Copied from Repro Steps when changed from Platon Incident to Bug 3/7/2025 10:01 AM Bug filed on ""05.16_Business Scenario (185028)_Step_10_to_50-Add a Part multiple times to an assembly and apply add information for each occurence"" Step no. Result Title 1. Passed Test Data: TT: Arrangement: ARR_PLATON_TEST_MIG_SNAPSHOTS Snapshot: BMV_DMH47X_D473915_FBE_E_2102 [#D5PF_MOTOR_R6SD_MBT_EU03] Z53712234 CAMSHAFT HOUSING WITH VALVETRAIN CL5 or any other camshaft housing [SA Z537122] Z53700732 CYLINDER HEAD COVER CL5 BRAZIL EXPORT or any other available cylinder head cover SAA Z53702212 PISTON CL5 EUROPE FE1 ... Z53702307 CONNECTING ROD CL5 HDEP 2020 ... Z53707210 CYLINDER HEAD GASKET CL5 FOR FIRERING FE1 ... [this SAA includes the screws for fixing the cyl. head to the crankcase] Z53705026 OIL PAN PLASTIC CL5 EURO 6 ... BUS: ARR_PLATON_ASSY_ACTIONS_BUS TE: ARR01178216 e.g Z54126601 CTT: USC_136_J_MBMO (j0VwCmp), ARR_PLATON_TEST_MIG_CTT DTNA: ARR PLATON SAMPLE 2 2. Passed Login to PLATON with valid Username & Password. Group = TT / DTNA / TE / BUS / CTT / MBS and Role =PDM-Author Expected Result PLATON login is successful. 3. Passed Search & Open any existing Part Assembly by using Global Search (Note: Open Design/Component in Content page) Note:- Make sure Part/Assembly should have UGMASTER Data Set already present, if it is not present then add from NX by ""Clone Start Part"" Addon Expected Result Already existing Part assembly is searched & opened successfully. 4. Passed Add Sub-Parts to assembly in PLATON Select the Assembly top node & click Add->Child button Expected Result Add Child dialogue appears 5. Failed Click on N ew to add newly created Component/sub-parts OR Click on Palette to add already copied the existing Component/sub-parts OR Click on Search to add if user wants to search the existing Component/sub-parts Note:- Try to add multiple revisions of the same geometry under a parent in an assembly. Multiple revisions of the same Geometry should not be allowed under a parent in an assembly. Expected Result Sub-part child is added successfully to the assembly Comments: User can attach multiple revisions of same part 6. None Check occurrence attributes like: Maturity level, Position number, Torque etc. are retained after sub-parts/components are Added ( From Palette ) Note: - Palette having Part revision with Occurrence attribute will copy if not attribute set to default Expected Result Verify that relations are maintaining for mention attributes. 7. None Repeat step 4 and 5 to add some more sub-parts. Note:- This step is optional, if require execute. Expected Result Sub-part child is added successfully to the assembly 8. None Remove Sub-Parts to assembly in PLATON a. Select the component/sub-part which needs to be remove from assembly & click Edit Structure-> Remove b. Click Remove to remove the sub-parts Expected Result Component/sub-parts removal warning appears. Component/sub-parts is successfully removed from the Structure 9. None Repeat step 7 to remove some more sub-parts as per requirement. Note:- This step is optional, if require execute. Expected Result Component/sub-parts is successfully removed from the Structure 10. None Replace Sub-Parts to assembly in PLATON a. Select the sub-part which needs to be replace from assembly & click Edit Structure-> Replace Expected Result Replace dialogue appears 11. None a. Click on New to replace newly created Component/Sub-parts OR Click on Palette to replace already copied the existing Component/sub-parts OR Click on Search if user wants to search the existing Component/ sub-parts b. After selecting any one of the above options, click Replace button Expected Result The required child sub-parts are replaced successfully. 12. None Check occurrence attributes like: Maturity level, Position number, Torque etc. are retained after sub-parts/components are replaced. Expected Result Verify that relations are maintaining for mention attributes. 13. None To update the relations attributes, select child lines and click on edit, User can edit the remarks, Tightening torque type LOV, torque etc. Expected Result Relation attributes updated as per requirement. 14. None To give Tightening Torque value for any child line: a. Select any Component/sub-part ( child part) from Part/Assembly and g o to Tightening torque type column and double click on it, give any input as per LOV b . Select above child part and go to calculate torque NOTE: User should have access to this UI on Daimler network c. Select same Torque type LOV from step 13.a d. Select Risk class and Suggested Torque selected as per Daimler Truck norms e. Click on Calculate Torque & select Copy Torque f. Paste this copied value in Tightening Torque column of same child part. Expected Result Tightening torque type value selected from LOV for child part Web based UI (Torque Editor page) is opened Torque value populate in Result field and copied the same Tightening Torque column updated as per requirement. 15. None Modify Positioning in PLATON- case 1 a . Select the Assembly top node & click on Expand>Unpack all b. Select any Component/sub-part ( child part) from Part/Assembly and g o to Relative Transform column and double click on it c. In Edit Transform dialoge edit the Transform-X, -Y -Z value as per requirements. Expected Result Component/sub-part positions is changed in 3D viewer. 16. None Modify Positioning in PLATON- case 2 a . Select the Assembly top node & click on Expand>Unpack all b . Select any Component/sub-part ( child part) from Part/Assembly and go to 3D tab and move the positions of these part by click on More commands then Move>select the part>Manipulate>Drag the position as per requirement>save the position. Expected Result Component/sub-part positions is changed in 3D viewer. Test Configuration: SP1_SRT_C2_Preprod FYR",C2_SRT_Iteration1; Qualification Board; SRT_Wave1; SRT_Wave1_BuSc,,3 - Medium,104 newPDM\PLATON\Team 3,104 newPDM\PI10\Sprint 10.2,Rejected
275012,PLATON | Migration | Change Mapping of CDIs,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) n/a 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) n/a 🚩 What was your expected result? 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) 🚧 What are the consequences of the incident? Default Platon Incident Template v. 4 from 20.09.2024 .",Dispatcher: Pravin; Former_Incident; Team 4,,2 - High,104 newPDM\PLATON\Team 4,104 newPDM\PI9,Closed
