WorkItemId,Title,LinkedWorkItemId,LinkedTitle,LinkedType
243469,Non Cad Data - Validate Non Cad Data Present in Secondary Folder,60810,FM | Implement Mapping Specifications for Secondary Folder for Non-Cad,User Story
217623,05.34_Business Scenario (185054)_Step_50_Import Results secondary non CAD data,208081,05.34_Business Scenario (185054)_Step_50_Import Results secondary non CAD data,Test Case
254966,05.34_BuSc (185054) _Step_50-Import Results secondary non-CAD data,208081,05.34_Business Scenario (185054)_Step_50_Import Results secondary non CAD data,Test Case
301644,05.34_BuSc (297160) _Step_50-Import Results secondary non-CAD data,208081,05.34_Business Scenario (185054)_Step_50_Import Results secondary non CAD data,Test Case
217631,05.41_step_10_To_50_Business Scenario (185083)- Apply Engineering status to LPS,209245,05.41_step_10_To_50_Business Scenario (185083)- Apply Engineering status to LPS,Test Case
217633,30.10 Business Scenario (185082)- Update ZGDOK Properties,209358,30.10 Business Scenario (185082)- Update ZGDOK Properties (NX Addons),Test Case
217635,30.10_step_90_To_100_Business Scenario (185082)-BEMI_objects_to_ZGDOK,210073,30.10_step_90_To_100_Business Scenario (185082)-Tranfer to ZGDOK-BEMI,Test Case
233412,30.10_step_90_BuSc (185082) -Validate Transfer of Container to ZGDOK,210073,30.10_step_90_To_100_Business Scenario (185082)-Tranfer to ZGDOK-BEMI,Test Case
217637,22.02/22.04_Step_230_To_280_BuSc (184181) - Release in Safira,210813,"22.04_Step_230_To_280_BuSc (184609) - Release in Safira - LPS, UPS",Test Case
217978,Basic Active Workspace login test / logout,301709,Basic Active Workspace login test / logout,Test Case
217979,Basic NX and/or RAC Client login test by using TCCS / logout,301710,Basic NX and/or RAC Client login test by using TCCS / logout,Test Case
218008,Disable AW Gateway #1 - Login,301711,Disable AW Gateway #1 - Login,Test Case
218012,Disable AW Gateway #2 - Login,301712,Disable AW Gateway #2 - Login,Test Case
218408,Disable Tc Web #1 (Tomcat) - Login,301713,Disable Tc Web #1 (Tomcat) - Login,Test Case
218409,Disable Tc Web #2 (Tomcat) - Login,301714,Disable Tc Web #2 (Tomcat) - Login,Test Case
218410,Audit Log Test for Change Notice Creation/Updation in Platon,301749,Audit Log Test for Change Notice Creation/Updation in Platon,Test Case
218411,Audit Log Test for Navigational/Functional Module Import,301750,Audit Log Test for Navigational/Functional Module Import,Test Case
218412,Audit Log for Archive Neutral Files during Release,301751,Audit Log for Archive Neutral Files during Release,Test Case
218415,Disable assigned Teamcenter Server Manager - Continue Working,301715,Disable assigned Teamcenter Server Manager - Continue Working,Test Case
218418,"Audit Log Test for Release Process ""Single Parts/Lower Structure/Upper Structure"" ",301752,"Audit Log Test for Release Process ""Single Parts/Lower Structure/Upper Structure"" ",Test Case
218420,"Audit log for Release Process ""Preview"" for all BO ",301753,"Audit log for Release Process ""Preview"" for all BO ",Test Case
218422, Audit Log Test for Approve / Reject Release Process ,301754, Audit Log Test for Approve / Reject Release Process ,Test Case
218425,Disable Volume FSC #1 (download file),301716,Disable Volume FSC #1 (download file),Test Case
218426,Disable Volume FSC #2 (download file),301717,Disable Volume FSC #2 (download file),Test Case
218429,Audit Log Test for Design / Part Creation,301755,Audit Log Test for Design / Part Creation,Test Case
218431,Audit Log Test for Trigger PLMXML API,301756,Audit Log Test for Trigger PLMXML API,Test Case
218433,"Audit Log Test for Feedback for Auth, Listing and Download",301757,"Audit Log Test for Feedback for Auth, Listing and Download",Test Case
218435,Audit Log Test for Trigger Reports API,301758,Audit Log Test for Trigger Reports API,Test Case
218442,Testing Backup Scenario / Procedure,253546,Recoverability Testing,User Story
218867,Switch-Off one Active Workspace Gateway while logged-in,253546,Recoverability Testing,User Story
301718,Testing Backup Scenario / Procedure,253546,Recoverability Testing,User Story
301721,Switch-Off one Active Workspace Gateway while logged-in,253546,Recoverability Testing,User Story
218442,Testing Backup Scenario / Procedure,301718,Testing Backup Scenario / Procedure,Test Case
218443,Testing Disaster Recovery Scenario / Process,301719,Testing Disaster Recovery Scenario / Process,Test Case
218651,Run AMT (Automated Multiuser Testing) against environment,301720,Run AMT (Automated Multiuser Testing) against environment,Test Case
218867,Switch-Off one Active Workspace Gateway while logged-in,301721,Switch-Off one Active Workspace Gateway while logged-in,Test Case
218874,Switch-Off one Teamcenter Web Tier (Tomcat) while logged-in,301722,Switch-Off one Teamcenter Web Tier (Tomcat) while logged-in,Test Case
218884,SAFIRA LPS New Property in Design Objects,207665,Intellectual Property Release to Safira,User Story
219933,"05.44_BuSc (185117) - Check design in embedded viewer using e.g. sectioning, measuring, explosion, markup,  snapshots.",251938,"05.44_BuSc (185117) - Check design in embedded viewer using e.g. sectioning, measuring, explosion, markup,  snapshots.",Test Case
220103,[DM US] Investigate the Data Object for Part / Assembly,44092,Map j0PrtVer to Custom Part Item,User Story
229738,Metadata - Validation of Part/Assembly Design Revision,44092,Map j0PrtVer to Custom Part Item,User Story
240289,Validation of Mapping of Smaragd Classes into Platon Objects,44092,Map j0PrtVer to Custom Part Item,User Story
220222,Switch-Off one FSc Volume service while logged-in,301723,Switch-Off one FSc Volume service while logged-in,Test Case
220224,Start visualization of JT in Active Workspace; shut down one AW Vis Server,301724,Start visualization of JT in Active Workspace; shut down one AW Vis Server,Test Case
220245,Testing manual Oracle DB switch,301725,Testing manual Oracle DB switch,Test Case
220399,Performance Test for Feedback Iteration for Import and Status Change   ,301759,Performance Test for Feedback Iteration for Import and Status Change   ,Test Case
220558,05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX,249129,05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX,Test Case
249127,05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX,249129,05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX,Test Case
220875,[BuSc] 5.10.03 Step_10_to_60 – Working with worksets in Platon,251939,[BuSc] 5.10.03 Step_10_to_60 – Working with worksets in Platon,Test Case
221162,TESTCASE: Code Interface/ Import,75667,Implement T4x TCL Script to validate the input payload data - Code Manager,User Story
227669,TESTCASE: Code Interface/ Import,75667,Implement T4x TCL Script to validate the input payload data - Code Manager,User Story
244098,TESTCASE: Code Interface/ Import,75667,Implement T4x TCL Script to validate the input payload data - Code Manager,User Story
244100,TESTCASE: Code Interface/ Import,75667,Implement T4x TCL Script to validate the input payload data - Code Manager,User Story
221162,TESTCASE: Code Interface/ Import,244098,TESTCASE: Code Interface/ Import,Test Case
227669,TESTCASE: Code Interface/ Import,244098,TESTCASE: Code Interface/ Import,Test Case
244100,TESTCASE: Code Interface/ Import,244098,TESTCASE: Code Interface/ Import,Test Case
221162,TESTCASE: Code Interface/ Import,244100,TESTCASE: Code Interface/ Import,Test Case
227669,TESTCASE: Code Interface/ Import,244100,TESTCASE: Code Interface/ Import,Test Case
244098,TESTCASE: Code Interface/ Import,244100,TESTCASE: Code Interface/ Import,Test Case
221431,TESTCASE: Baumustuer interface /import,51909,Implement T4x mapping for processing delta update of Baumustuer in Platon,User Story
221431,TESTCASE: Baumustuer interface /import,213294,Implement T4x TCL Script to validate the input payload data - Baumuster Manager,User Story
221498,TESTCASE: SAFIRA Code Export,80824,Implementation for Change Object Export with Solution Items for Technical Codes,User Story
226143,22.02/22.04_BuSc (184181/184609)- DTConnect: change a DTConnect assembly and check the correct PreRelease check,303899,22.02/B_ BuSc [255062] - DTConnect: change a DTConnect assembly and check the correct PreRelease check for military data,Test Case
227086,22.02/22.04_ Step 300_BuSc (184181) - DXWeld: attribute creation and sending to VEDB at engineering and release,288532,22.02/B_ BuSc [255062] - DXWeld: attribute creation and sending to VEDB at engineering and release for military data,Test Case
227854,30.78_BuSc [195378] - Steps 70 To 180_Transformation of Production facility in a Manf. Structure,312072,"General Search type ""Production facility Design Revision"" not available",Bug
228013,205298 and 209414 TEST CASES,205298,ZGDOK: find Delta changes between 2 versions - UGPART,User Story
228195,Audit Log Test for Material List Update (in Platon; Non Geo Parts),301760,Audit Log Test for Material List Update (in Platon; Non Geo Parts),Test Case
228197,Audit Log Testing for Material List XML File Creation for NX Client,301761,Audit Log Testing for Material List XML File Creation for NX Client,Test Case
228303,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Load Test),194051,NFT - 02.01_Business Scenario (184584) - Performance test for Project Creation,Test Case
259917,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Endurance Test),194051,NFT - 02.01_Business Scenario (184584) - Performance test for Project Creation,Test Case
303935,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Single User Testing),194051,NFT - 02.01_Business Scenario (184584) - Performance test for Project Creation,Test Case
228303,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Load Test),301780,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Load Test),Test Case
259917,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Endurance Test),301780,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Load Test),Test Case
303935,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Single User Testing),301780,NFT - Performance Test - 02.01_Business Scenario (184584) - Create Project (Load Test),Test Case
228924,22.11_step_150_To_190_Business Scenario (185181)- Manage ECO,296645,[SISW] Update Test Case 228924  to BuSc 22.11,Task
243441,NX-LPS-0003-JT-TransientAssembly-TransientAssemblyDrawings,50538,RNI Smaragd NX Interface and transient ASM - Stage 2,User Story
228989,[DM US] Quantity for parts is not less than 0,144826,NX | Clone Stable ID Map: Special scheme if RelCount = -1 (old legacy data),User Story
230808,[DM US] Clone Stable ID Map: Special scheme if RelCount = -1 (old legacy data),144826,NX | Clone Stable ID Map: Special scheme if RelCount = -1 (old legacy data),User Story
228989,[DM US] Quantity for parts is not less than 0,209745,"[E2E DM] Quantity for parts with unit not equal to ""each""",Test Case
229401,22.02/22.04_ Step 10_BuSc (184181) - DTConnect: attribute creation and sending at release to SAFIRA ,288533,22.02/B_ BuSc [255062] - DTConnect: attribute creation and sending at release to SAFIRA for military data,Test Case
229495,04.01_Step_10 to 20_BuSc (184615) - Create Code Structure [TB.planner and Safira],251940,04.01_Step_10 to 20_BuSc (184615) - Create Code Structure [TB.planner and Safira],Test Case
229510,[UAT DM US] Investigate if correct dataset is available - clone_stable_id maps,54996, Populate clone stable ids for NX Parts/Assemblies,User Story
229510,[UAT DM US] Investigate if correct dataset is available - clone_stable_id maps,57616,Smaragd meta data and NX Data Load with Clone stable ID generation,User Story
229510,[UAT DM US] Investigate if correct dataset is available - clone_stable_id maps,58562,RNI Smaragd NX Interface and transient ASM - Stage 3,User Story
243440,NX-LPS-0002-AssemblyConstraints-AddNew-DrawingViews,58562,RNI Smaragd NX Interface and transient ASM - Stage 3,User Story
229510,[UAT DM US] Investigate if correct dataset is available - clone_stable_id maps,103687,[E2E DM] Investigate if correct dataset is available,Test Case
477443,[E2E DM] Investigate if correct dataset is available,103687,[E2E DM] Investigate if correct dataset is available,Test Case
229738,Metadata - Validation of Part/Assembly Design Revision,233926,Smoke Test: Forward Data Migration,Feature
229755,Upper Product Structure Validation for TT,233926,Smoke Test: Forward Data Migration,Feature
230047,Metadata -  Validation of Component Revision,233926,Smoke Test: Forward Data Migration,Feature
230095,Metadata Validation of SA Revision,233926,Smoke Test: Forward Data Migration,Feature
230436,Metadata Validation of Product Structure Revision,233926,Smoke Test: Forward Data Migration,Feature
230437,Metadata -  Validation of Functional Module Revision,233926,Smoke Test: Forward Data Migration,Feature
230439,Metadata - Validation of Navigation Module Revision,233926,Smoke Test: Forward Data Migration,Feature
230478,Metadata - Validation of Sub Comp Assy Revision,233926,Smoke Test: Forward Data Migration,Feature
230610,Metadata - Validation of Flexible Part Design Revision,233926,Smoke Test: Forward Data Migration,Feature
230666,Metadata Validation of  Arrangement Revision,233926,Smoke Test: Forward Data Migration,Feature
230696,Metadata - Validation of Standard Part Design Revision,233926,Smoke Test: Forward Data Migration,Feature
230735,Metadata - Validation of Geometry Revision,233926,Smoke Test: Forward Data Migration,Feature
230746,Metadata - Validation of DMU BoM Revision,233926,Smoke Test: Forward Data Migration,Feature
230810,Metadata - Validation of DMU Group Revision,233926,Smoke Test: Forward Data Migration,Feature
231006,Metadata - Validation of Prod Fac Design Revision,233926,Smoke Test: Forward Data Migration,Feature
231031,Metadata - Validation of H-Part Design Revision,233926,Smoke Test: Forward Data Migration,Feature
231072,Upper Product Structure Validation for BUS (Draft),233926,Smoke Test: Forward Data Migration,Feature
231075,Upper Product Structure Validation for DTNA (Draft),233926,Smoke Test: Forward Data Migration,Feature
231866,MasterSwitch validation,233926,Smoke Test: Forward Data Migration,Feature
231940,Upper Product Structure Validation for TT - Copy,233926,Smoke Test: Forward Data Migration,Feature
232197,Project Access Validation ,233926,Smoke Test: Forward Data Migration,Feature
232379,Smoke-Test1-NX-LPS,233926,Smoke Test: Forward Data Migration,Feature
232890,Smoke-Test2-NX-LPS,233926,Smoke Test: Forward Data Migration,Feature
239498,NX-LPS-0001-3D-Geometry-AssemblyCheck,233926,Smoke Test: Forward Data Migration,Feature
239506,NX-LPS-0002-AssemblyConstraints-AddNew-DrawingViews,233926,Smoke Test: Forward Data Migration,Feature
239528,NX-LPS-0003-JT-TransientAssembly-TransientAssemblyDrawings,233926,Smoke Test: Forward Data Migration,Feature
239545,NX-LPS-0004-KinematicFile-CAEFile-Availability,233926,Smoke Test: Forward Data Migration,Feature
239597,NX-LPS-0005-Mirror-Wave-InterpartReference,233926,Smoke Test: Forward Data Migration,Feature
239600,NX-LPS-0006-Availability of Assembly PMIs,233926,Smoke Test: Forward Data Migration,Feature
240202,NX-LPS-0007-Check Name-Nomenclature-Revisions,233926,Smoke Test: Forward Data Migration,Feature
240204,NX-LPS-0008-Perform Mass and Balance analysis for an assembly,233926,Smoke Test: Forward Data Migration,Feature
240224,NX-LPS-0009-Drawing Title Block and Master Data,233926,Smoke Test: Forward Data Migration,Feature
240229,NX-LPS-0010-Drawing-DS/DZ values in Title Block,233926,Smoke Test: Forward Data Migration,Feature
241211,TT UPS - Validate Structure of UPS for TT,233926,Smoke Test: Forward Data Migration,Feature
241212,TT UPS - Validate BOMline Attributes of UPS for TT,233926,Smoke Test: Forward Data Migration,Feature
312304,Metadata -  Validation of  Archived Smaragd KEM Object Revision,233926,Smoke Test: Forward Data Migration,Feature
229738,Metadata - Validation of Part/Assembly Design Revision,243399,Metadata Validation of Part/Assembly Design Revision,Test Case
248252,Metadata Validation of Part/Assembly Design Revision,243399,Metadata Validation of Part/Assembly Design Revision,Test Case
248439,Metadata Validation of Part/Assembly Design Revision,243399,Metadata Validation of Part/Assembly Design Revision,Test Case
248453,Metadata Validation of Part/Assembly Design Revision,243399,Metadata Validation of Part/Assembly Design Revision,Test Case
248469,Metadata Validation of Part/Assembly Design Revision,243399,Metadata Validation of Part/Assembly Design Revision,Test Case
248502,Metadata Validation of Part/Assembly Design Revision,243399,Metadata Validation of Part/Assembly Design Revision,Test Case
250909,Metadata Validation of Part/Assembly Design Revision,243399,Metadata Validation of Part/Assembly Design Revision,Test Case
229738,Metadata - Validation of Part/Assembly Design Revision,292308,Attribute Values not migrated correctly- Attribute value not present on SMARAGD but migrated on PLATON [Mig 05],Bug
229738,Metadata - Validation of Part/Assembly Design Revision,298765,migration master system = smaragd?,Bug
229738,Metadata - Validation of Part/Assembly Design Revision,298939,<Affected System (e.g. PLATON) | Migration DVW-042025| HMO not readable>,Bug
229738,Metadata - Validation of Part/Assembly Design Revision,301308,Part Supervisor is missing,Bug
229755,Upper Product Structure Validation for TT,232197,Project Access Validation ,Test Case
243400,Upper Product Structure Validation for TT,232197,Project Access Validation ,Test Case
245502,Project Access Validation ,232197,Project Access Validation ,Test Case
229755,Upper Product Structure Validation for TT,243400,Upper Product Structure Validation for TT,Test Case
232197,Project Access Validation ,243400,Upper Product Structure Validation for TT,Test Case
248454,Upper Product Structure Validation for TT,243400,Upper Product Structure Validation for TT,Test Case
229967,04.03_BuSc (195362)_Step_30_to_40- Associate the new created BM Code in a  SA usage (Product Structure revision) ,287274,04.03_BuSc (195362)_Step_30_to_40- Associate the new created BM Code in a  SA usage (Product Structure revision) ,Test Case
230047,Metadata -  Validation of Component Revision,243401,Metadata Validation of Component Revision,Test Case
248253,Metadata Validation of Component Revision,243401,Metadata Validation of Component Revision,Test Case
248440,Metadata Validation of Component Revision,243401,Metadata Validation of Component Revision,Test Case
248455,Metadata Validation of Component Revision,243401,Metadata Validation of Component Revision,Test Case
248470,Metadata Validation of Component Revision,243401,Metadata Validation of Component Revision,Test Case
248503,Metadata Validation of Component Revision,243401,Metadata Validation of Component Revision,Test Case
250910,Metadata Validation of Component Revision,243401,Metadata Validation of Component Revision,Test Case
230095,Metadata Validation of SA Revision,243402,Metadata Validation of SA Revision,Test Case
248254,Metadata Validation of SA Revision,243402,Metadata Validation of SA Revision,Test Case
248441,Metadata Validation of SA Revision,243402,Metadata Validation of SA Revision,Test Case
248456,Metadata Validation of SA Revision,243402,Metadata Validation of SA Revision,Test Case
248471,Metadata Validation of SA Revision,243402,Metadata Validation of SA Revision,Test Case
248504,Metadata Validation of SA Revision,243402,Metadata Validation of SA Revision,Test Case
250911,Metadata Validation of SA Revision,243402,Metadata Validation of SA Revision,Test Case
230196,04.04_Step_40_to_50_ BuSc (195367) - Associate the new created BM Code in a  SA usage (Product Structure revision),287275,04.04_Step_40_to_50_ BuSc (195367) - Associate the new created BM Code in a  SA usage (Product Structure revision),Test Case
230356,[DM US] Catia is NOT master - Files not to be migrated - set attribute p4d_not_mig_catia_files,231133,[DM US] Catia IS master - Files to be migrated ,Test Case
243441,NX-LPS-0003-JT-TransientAssembly-TransientAssemblyDrawings,53983,RNI Smaragd NX Interface and transient ASM - Stage 2,User Story
230436,Metadata Validation of Product Structure Revision,243403,Metadata Validation of Product Structure Revision,Test Case
248457,Metadata Validation of Product Structure Revision,243403,Metadata Validation of Product Structure Revision,Test Case
250912,Metadata Validation of Product Structure Revision,243403,Metadata Validation of Product Structure Revision,Test Case
230437,Metadata -  Validation of Functional Module Revision,243404,Metadata Validation of Functional Module Revision,Test Case
251572,Metadata Validation of Functional Module Revision,243404,Metadata Validation of Functional Module Revision,Test Case
251633,Metadata Validation of Functional Module Revision,243404,Metadata Validation of Functional Module Revision,Test Case
230437,Metadata -  Validation of Functional Module Revision,298426,Mig 06- Incorrect values for attribute Date Released in Functional Module Revision,Bug
230439,Metadata - Validation of Navigation Module Revision,243405,Metadata Validation of Navigation Module Revision,Test Case
251573,Metadata Validation of Navigation Module Revision,243405,Metadata Validation of Navigation Module Revision,Test Case
251634,Metadata Validation of Navigation Module Revision,243405,Metadata Validation of Navigation Module Revision,Test Case
230439,Metadata - Validation of Navigation Module Revision,298424,Mig 06- Incorrect values for attribute Date Released in Navigation Module Revision,Bug
230462,Test Case for 219065,219065,Enhance exisiting logic for Milestone Query,User Story
230478,Metadata - Validation of Sub Comp Assy Revision,243406,Metadata Validation of Sub Comp Assy Revision,Test Case
251574,Metadata Validation of Sub Comp Assy Revision,243406,Metadata Validation of Sub Comp Assy Revision,Test Case
251635,Metadata Validation of Sub Comp Assy Revision,243406,Metadata Validation of Sub Comp Assy Revision,Test Case
230484,[DM US] LifeCycle State should only be Engineering and Released,50769,Map LifeCycle State to Release Status,User Story
230610,Metadata - Validation of Flexible Part Design Revision,243407,Metadata Validation of Flexible Part Design Revision,Test Case
251575,Metadata Validation of Flexible Part Design Revision,243407,Metadata Validation of Flexible Part Design Revision,Test Case
251636,Metadata Validation of Flexible Part Design Revision,243407,Metadata Validation of Flexible Part Design Revision,Test Case
312304,Metadata -  Validation of  Archived Smaragd KEM Object Revision,243407,Metadata Validation of Flexible Part Design Revision,Test Case
230630,05.66.01_BuSc (195355)- Manual creation of low-level 3D quality for a DMU context inside NX,249618,05.66_BuSc (195355)- Manual creation of low-level 3D quality for a DMU context inside NX with Brown field data,Test Case
230654,[DM US] Recycling Features,203199,[E2E DM] Investigate the DS/DZ Feature,Test Case
230666,Metadata Validation of  Arrangement Revision,243408,Metadata Validation of  Arrangement Revision,Test Case
248255,Metadata Validation of  Arrangement Revision,243408,Metadata Validation of  Arrangement Revision,Test Case
248442,Metadata Validation of  Arrangement Revision,243408,Metadata Validation of  Arrangement Revision,Test Case
248458,Metadata Validation of  Arrangement Revision,243408,Metadata Validation of  Arrangement Revision,Test Case
248472,Metadata Validation of  Arrangement Revision,243408,Metadata Validation of  Arrangement Revision,Test Case
248505,Metadata Validation of  Arrangement Revision,243408,Metadata Validation of  Arrangement Revision,Test Case
250913,Metadata Validation of  Arrangement Revision,243408,Metadata Validation of  Arrangement Revision,Test Case
230683,NX-Modeling: Assign Material to Geometries,267312,NX-Modeling: Assign Material to Geometries,Test Case
230696,Metadata - Validation of Standard Part Design Revision,243409,Metadata Validation of Standard Part Design Revision,Test Case
230715,NX-Modeling: Assign RefSet to Components,267313,NX-Modeling: Assign RefSet to Components,Test Case
230735,Metadata - Validation of Geometry Revision,243410,Metadata Validation of Geometry Revision,Test Case
251576,Metadata Validation of Geometry Revision,243410,Metadata Validation of Geometry Revision,Test Case
251637,Metadata Validation of Geometry Revision,243410,Metadata Validation of Geometry Revision,Test Case
230746,Metadata - Validation of DMU BoM Revision,243411,Metadata Validation of DMU BoM Revision,Test Case
251577,Metadata Validation of DMU BoM Revision,243411,Metadata Validation of DMU BoM Revision,Test Case
251638,Metadata Validation of DMU BoM Revision,243411,Metadata Validation of DMU BoM Revision,Test Case
230810,Metadata - Validation of DMU Group Revision,243412,Metadata Validation of DMU Group Revision,Test Case
251578,Metadata Validation of DMU Group Revision,243412,Metadata Validation of DMU Group Revision,Test Case
251639,Metadata Validation of DMU Group Revision,243412,Metadata Validation of DMU Group Revision,Test Case
230998,NX-Assembly: Apply Reference Configuration and check the outcome,230604,Missing JTs-PLATON >>> NewPrePROD,Bug
231001,NX-Assembly: Create section from a migrated assembly and save it,266416,NX-Assembly: Create section from a migrated assembly and save it,Test Case
231006,Metadata - Validation of Prod Fac Design Revision,243413,Metadata Validation of Prod Fac Design Revision,Test Case
251579,Metadata Validation of Prod Fac Design Revision,243413,Metadata Validation of Prod Fac Design Revision,Test Case
251640,Metadata Validation of Prod Fac Design Revision,243413,Metadata Validation of Prod Fac Design Revision,Test Case
231008,[UAT DM NX] CAE: Manage migrated CAE Data in NX,102101,Manage migrated Motion and CAE data in PLATON,User Story
231031,Metadata - Validation of H-Part Design Revision,243414,Metadata Validation of H-Part Design Revision,Test Case
251580,Metadata Validation of H-Part Design Revision,243414,Metadata Validation of H-Part Design Revision,Test Case
251641,Metadata Validation of H-Part Design Revision,243414,Metadata Validation of H-Part Design Revision,Test Case
231072,Upper Product Structure Validation for BUS (Draft),243415,Upper Product Structure Validation for BUS (Draft),Test Case
231075,Upper Product Structure Validation for DTNA (Draft),243416,Upper Product Structure Validation for DTNA (Draft),Test Case
231133,[DM US] Catia IS master - Files to be migrated ,230356,[DM US] Catia is NOT master - Files not to be migrated - set attribute p4d_not_mig_catia_files,Test Case
231155,"05.19_Business Scenario (185033)_Step_10_to_60-Create H-Part-Design In PLATON , add Geometry to it and Clone to Assembly  in NX",311021,HPart does not show up when cloning part number,Bug
231156,Geometry : Use Start Part Configurator to Hide the Extra Groups and Ref Sets,243417,Geometry : Use Start Part Configurator to Hide the Extra Groups and Ref Sets,Test Case
231195,Metadata - Validation of Raw Part Design Revision,243419,Metadata Validation of Raw Part Design Revision,Test Case
251582,Metadata Validation of Raw Part Design Revision,243419,Metadata Validation of Raw Part Design Revision,Test Case
251643,Metadata Validation of Raw Part Design Revision,243419,Metadata Validation of Raw Part Design Revision,Test Case
231220,"05.19_Business Scenario (185033)_Step_10_to_60-Create Arrangement In PLATON , add Geometry to it and Clone to Assembly  in NX",324052,(Validation) Can't Clone Start Part when creating Arrangement,User Story
249127,05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX,324052,(Validation) Can't Clone Start Part when creating Arrangement,User Story
231225,Metadata - Validation of Container Design Revision,116233,FM | Map Container (j0Trami) to P4DContainerDes,User Story
232187,[DM US] Map Container (j0Trami) to P4DContainerDes,116233,FM | Map Container (j0Trami) to P4DContainerDes,User Story
238783,[DM US] Production facility Object with Part Number T (Container in Platon) j0PrdFac,116233,FM | Map Container (j0Trami) to P4DContainerDes,User Story
240289,Validation of Mapping of Smaragd Classes into Platon Objects,116233,FM | Map Container (j0Trami) to P4DContainerDes,User Story
231225,Metadata - Validation of Container Design Revision,243420,Metadata Validation of Container Design Revision,Test Case
251583,Metadata Validation of Container Design Revision,243420,Metadata Validation of Container Design Revision,Test Case
251644,Metadata Validation of Container Design Revision,243420,Metadata Validation of Container Design Revision,Test Case
231228,"Geometry/Assmebly : Use ""Check Seal Viewer PDQ"" to get all the PDQ Attributes in one window ",243421,"Geometry/Assmebly : Use ""Check Seal Viewer PDQ"" to get all the PDQ Attributes in one window ",Test Case
231760,[DM US] Investigate about Unit of Measure - length,113260,[E2E DM] Investigate about 'Check weight calculated by CAD',Test Case
477567,[E2E DM] Investigate about 'Check weight calculated by CAD',113260,[E2E DM] Investigate about 'Check weight calculated by CAD',Test Case
231908,NX@AVD AVD Start from Hibernation Mode,231899,Activate Hibernation Support in Azure Virtual Desktop,User Story
231940,Upper Product Structure Validation for TT - Copy,243423,Upper Product Structure Validation for TT - Copy,Test Case
232005,TESTCASE:Platon Download incl ZGS no,229056,ZGS to be used to find the Eporting - PLATON Download,User Story
232051,SMA4U Equivalent API's for PLATON - DS / DZ data extraction - PEER,184968,SMA4U Equivalent API's for PLATON - DS / DZ data extraction - PEER,User Story
256402,SMA4U - Retrieving Compliance form data by using Rest API ,184968,SMA4U Equivalent API's for PLATON - DS / DZ data extraction - PEER,User Story
232178,[DM US] Investigate about the secondary data - Space Allocation - J0BRBP,104456,FM | Implement Mapping for Secondary Folder for Cad-data,User Story
232179,[DM US] Investigate about the secondary data - Sales Data - J0SD,104456,FM | Implement Mapping for Secondary Folder for Cad-data,User Story
232180,[DM US] Investigate about the secondary data - Part Desc.Secondary  - j0BTBS,104456,FM | Implement Mapping for Secondary Folder for Cad-data,User Story
244269,CDI 3D - Validate CDI 3D  present in Secondary Folder,104456,FM | Implement Mapping for Secondary Folder for Cad-data,User Story
244286,CDI 2D - Validate CDI 2D Data present in Secondary Folder,104456,FM | Implement Mapping for Secondary Folder for Cad-data,User Story
232187,[DM US] Map Container (j0Trami) to P4DContainerDes,238783,[DM US] Production facility Object with Part Number T (Container in Platon) j0PrdFac,Test Case
232189,[DM US] Map Reman Part (j0RemPrt) to P4DRemanDesign,117417,FM | Map Reman Part (j0RemPrt) to P4DRemanDesign,User Story
240289,Validation of Mapping of Smaragd Classes into Platon Objects,117417,FM | Map Reman Part (j0RemPrt) to P4DRemanDesign,User Story
232197,Project Access Validation ,229755,Upper Product Structure Validation for TT,Test Case
243400,Upper Product Structure Validation for TT,229755,Upper Product Structure Validation for TT,Test Case
232197,Project Access Validation ,245502,Project Access Validation ,Test Case
232379,Smoke-Test1-NX-LPS,243425,Smoke-Test1-NX-LPS,Test Case
232487,"Execute Siemens PLM Performance Baseline Tests (Load in NX) for S, M,L,XL Assemblies",301726,"Execute Siemens PLM Performance Baseline Tests (Load in NX) for S, M,L,XL Assemblies",Test Case
232644,NX-Drawing : Check Table Objects in a drawing,243426,NX-Drawing-Check Table Objects in a drawing,Test Case
251584,NX-Drawing-Check Table Objects in a drawing,243426,NX-Drawing-Check Table Objects in a drawing,Test Case
251645,NX-Drawing-Check Table Objects in a drawing,243426,NX-Drawing-Check Table Objects in a drawing,Test Case
