WorkItemId,Title,LinkedWorkItemId,LinkedTitle,LinkedType
243422,MasterSwitch - MasterSwitch validation,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
243519,Show ZGS on Bom line / in Structure View,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244222,Validate Release Status input in DT Part Number query,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244301,Validate attributes of SwanJob Revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244487,Derived PDF creation part of set Engineering workflow.,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244673,Validate Access on Obsolete objects Owned by NX Library group,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244838,Validate NX ReUse Library Access,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244856,Validate Access Rules For Standard objects,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244865,"TestCase :: While revise Simplified Design Revision object, IMAN_Rendering relation objects mark as No Copy",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244866,TestCase :: [BuSc] DM | Production: Define Parent-Child relationship within the manufacturing structure,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
244924,Platon StyleSheet Change under ECO Overview tab.,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
246909,"UI | owning_project attribute should be removed on Create, Save As and Revise panels of Platon Objects",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
247126,Generating a Weight and Balance Roll up Report,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
247166,Custom Handler - Create sample text file for Simplified JT Workflow,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
247830,PDQ-Admin can perform Assign to Project and Remove from Project on PDQ Check Rule Form,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
248103,"Remove p4d_org_unit, Reorder Attributes and Clean-up of Stylesheets",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
248206,[NTH] UI/UX: Analyze and correct the column text orientation in Weight and Balance Rollup report,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
248353,Validate ECO stylesheet changes,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
248518,DM|Wave 3 Data model for BUS OU,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
248554,"Data model - Update, tabular data model for Product Configurator business objects",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
249416,Test case : BuSc DM: Production Facility design Name Rule with suffix of 4 char,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
249433,Test Case :: BuSc DM: Container Name Rule with suffix of 4 char,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
250131,"UI/UX - Remove ""Apply projects to All Revisions"" option in Projects dialog.",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
250823,Access to Simplified Design Revision and JT,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
251083,OBT to FP relationship Validations,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
251095,Carry over of Project value from OBT revision to FP revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
251145,"Validate Creation of DS,DZ Feature, Label, Recycle Form",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
251146,"Validate Access for DS, DZ, Label, Recycling feature",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
251180,Partnumber to be indexed on the Usage Object Revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
251188,Data model for DMU Envelope,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
252408,"Validate Access on DS, DZ, Label and Recycle Feature",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
252556,Test case:: Enable the columns ZGS & Creation Date in BOM line,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
252567,Test case :: Map bl_rev_p4d_partnumber from BOMLine on Awb0DesignElement,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
252768,Preference changes for EBOM-MBOM configuration page issue,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
252770,"Change Display name of attribute cfg0Sequence from ""Sequence Number"" to ""Position Number"" for General Feasibility Defination and Code Usage object .",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
252873,Add condition in search filter for ZGS Panel,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
253351,Search filter for DTNA Object types,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
253494,Enable Certification-Relevant for Filtering,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
253496,Validate Sequence Number Naming Rule,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
254434,DM | New property for Platon Download Form,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
254567,Test case :: DM | Add New Deep Copy Rule and GRM Rule for Table Relation XML files,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
254634,Test case :: WF | Workflow filter condition for restricting access for session & Workset object,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
254827,Switching into a project,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
254883,Validate Master File property while Revise,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
255193,"Allow Write and Assign To/Remove From project for ""Role=PDQ-Admin"" in ""Group=Administration""",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
256642,Test case :: p4d_part_supervisor on Revision should not be editable,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
256643,Test Case :: DM: Update Property Constant on P4DRawPartDesignRevision for few Property,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
257034,"Need access to create objects of ""Arrangement"" and ""Production Facility Part Design"" item type in PLATON with Library-Admin role",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
257036,DM | BUS Manufacturing Elements Type Display Rules,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
259357,ZGS Value 0000 should not be possible,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
259773,UI | Stylesheet change for Fnd0DgnProduct and revision to add part number,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
259919,"Viewer rights in PLATON, user has to switch to appropriate role in order to be able to edit data",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
259924,"DM | ""Occurrence Type"" Property must be available as filter attribute in Smart Discovery Indexed structure.",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
260368,Test case :: Display Name change for p4d_status to Spin Status,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
260907,Platon tab Where Used does not show the Version of the Parentnode - New,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
261209,[BuSc] Production: Copy'n Paste behaviour of variant formula from part/assembly design of product structure bus to part/assembly design of manufacturing structure bus,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
261257,Enable Platon Validations on virtual ECO Revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
261269,Validate Project Membership Report,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
261322,Simplified Design Revision can be used in the primary structure as an object but has no use case,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
263179,setting Superseded attribute to true on old revision after revise,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
265075,Attaching FP to OBT object having Released status,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
265180,Set the uniqueness on collaborative product design based on Part Number,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
265308,DM|wave 3 Data Model update for BUS OU,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266050,Validate W&B report for SA Revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266100,Search manufacturing structure Revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266155,"Manufacturing structure editability of Working data, no project assigned, for MFG-Architect",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266443,BuSc DM: Naming rules for Container and ProdFac,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266454,DM | Wave 3|Data model changes for Plant-Craft Mapping,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266478,DM | New GRM rules to restrict datsets for product structure and Usage object,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266940,"Manufacturing Items editability of Working data, no project assigned, for MFG-Architect",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266941,"Manufacturing Revisions editability of Working data, no project assigned,  for MFG-Architect",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
266986,Report | Implement ECO Coversheet report with Custom Report Extension,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
267028,"Manufacturing structure editability of Working data, project assigned, for MFG-Architect",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
267140,Rename PMI to Modelview/PMI,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
267346,Adding solution items to Tooling type ECO,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
267352,Adding .Sol File in Files section with IMAN_specification relation,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
267519,"Manufacturing Items editability of Working data, project assigned, for MFG-Architect",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
267529,"Manufacturing Revisions editability of Working data, project assigned,  for MFG-Architect",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
267892,"Manufacturing structure editability of Working data, no project assigned, for MFG-Planner",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
268191,"Manufacturing Revisions editability of Working data, no project assigned,  for MFG-Planner",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
268192,"Manufacturing Items editability of Working data, no project assigned, for MFG-Planner",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
270492,Test case :: Remove Part Number field from AWC for Geometry Revision object during Save As in PLATON,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
270607,Validate Flexible Part creation on Frozen OBT object,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
270630,05.16 Position number check in the PLATON Validation,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
270839,"Testcase :: Only One working revision should be allowed (P4DProductRevision, P4DUsedCompRevision and Fnd0DgnProductRevision)",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
271048,Testcase :: DM | Add Smaragd Obid to BOM Line and Forms,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
275024,Testcase :: DM | Change Property constants for Part Number (p4d_part_number) attribute on LPS obects,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
275052,Testcase :: DM | Milestone linkage should be allowed with data manager role,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
275078,Validate visibility of DT_CreateDTNAFeatureNumber workflow,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
283659,DM | Extend Pre Release Form to Reman Change Order Revision and Reman Design Revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
285156,DM | TB.Foundation Transfer Properties,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
287098,"Manufacturing Items editability of Working data, project assigned, for MFG-Planner",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
287100,"Manufacturing structure editability of Working data, project assigned, for MFG-Planner",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
287101,"Manufacturing Revisions editability of Working data, project assigned,  for MFG-Planner",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
288377,Add Geometry as child to Reman Design,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
288485,Spare Part Notice ECO Type,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
288487,Report | Conditional Display of Signoff Tasks on ECO Coversheet,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
289002,DM | Restrict lower case alphabets in Arrangement part number,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
289010,Add Deep Copy Rule for Sol-File (P4DSolFile) (*.sol),324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
289353,Position number initial Value change to 000010,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
289418,DM | Remove p4d_bcs_pos_number (BCS Pos Number) Column from the Content Tab,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
289748,Simplified design revision will be allowed to have multiple working revisions,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
291118,"DM | Implement a custom Release Status ""Invalid"" in PLATON",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
291119,DM|BUS wave 3-partition schemes and partitions datamodel changes,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
291596,Validate creation of BCS Element,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
292355,DM | Maturity Level attribute on Part/Assembly revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
292360,"DM | Pre-Condition-Extension to validate Master=""Smaragd or Platon"" for Solution Object",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
292455,UI | Derived dataset UI stylesheet for multiple UGParts in Information,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
292577,Modifiability of Milestone by role Data-Manager,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294108,DM | Remove p4d_bcs_pos_number (BCS Pos Nr) Column from the Content Tab,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294140,"UPS data, working, no project assigned, access for role Data-Manager",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294283,"UPS data, working, project assigned, access for role Data-Manager",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294473,DM | wave 3 Data Model update for BUS OU wrto 05.04 BuSc,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294681,Access rights for BCS Element Item,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294685,Validate Part Number Column in Search Results of Items,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294691,DTNA Change Number attribute on Design Revision and component Revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294692,Check Query Input in DTNA Queries,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294796,CTT : Generate Report of Std Part Design revisions attached to Folder in PLATON,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294847,DM | Position number initial Value,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
294898,"Test case :: DM | Hide ""Intellectual property"" attribute in UI and set default value as empty",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
296549,"Data model - Update, tabular data model for Product Configurator business objects",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
296622,DM | Wave 3|Data model changes for Plant-Craft Mapping,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
297077,DM | Implementent p4d_change_number & p4d_department on P4DComponentAssyRevision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
298076,DM | GRM: Updating Milestone GRM relation with Standard Part Design Revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
298249,Create simplified JT while running the “Set in Engineering Workflow” on the component revision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
298347,New Properties on Arrangement for DMU-Cockpit,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
298353,DM | Pre-Condition to check disposition attribute before creating Solution item relation,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
298411,Create the new custom relation between the component and simplified design,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
298914,DM|wave 3 Data Model update for BUS OU wrto position collector,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
299284,Export Control data assignment to projects,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
299762,Datamodel changes for PreCondition extension on Item_copy_rev operation of P4DDesignUsageRevision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
299913,Parr Number as Leading entity in CellProperties,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
300351,"Data model - Update, tabular data model for Product Configurator business objects",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
300353,DM | Make Alternate BOM line attributes readonly,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
301009,DM- [BuSc] - 05.65-SR1 Security Propagation Rules (Create the new custom relation between the component and simplified design),324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
301104,Find SAA by Part Number in Product structure,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
301107,Restrict objects created in PLATON which are mastered in SPIN,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
301115,Test Case :: DM | Update Deep Copy Rules for IMAN_Reference dataset,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
301128,Validate Add Flex Part command availability,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
301134,Validate Save As stylesheet for Manufacturing objects,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
302305,Naming Rule validation of sequence No,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
303257,Usability Enhancement: Automatic population of material attributes for NON Geo Usecase,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
303259,"AWC MBOM Manager Configuration Changes: Replace ""MBOM"" with ""xBOM""",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
303280,UI/UX - Container Icon is wrong,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
303318,Simplified Design Revision can be used in the primary structure as an object but has no use case,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
303655,Validate Download Workset Property on Download Form,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
303779,Validate Creation of Flex Part where User has only Read access on OBT,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
303996,UI | Info stylesheet attribute not editable attributes,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
304008,UI | Update create stylesheet for PG BM Structure,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
305850,DM | BEMI Attributes CopyFromOriginal to true,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
306478,Restrict creation of Service Task in ASDirectory,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
306819,DM | Add OCC_ID to BOM Line,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
306822,DM | Implement Signature Sign ( p4d_ee_sig_mark ) LOV,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
307575,Validate after sales attributes on Occurrence,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
307856,Test Case:: DM | define p4d_shr_part_cl_fuso on P4DComponentAssyRevision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
307858,"Test Case :: DM | Update the length of the ""p4d_pd_form_mode"" property for the Plato download form",324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
308548,Baumuster Code with status Released editable,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
308560,[BuSc] 05.65-SR1 Security Propagation Rules (Create the new custom relation between the Flexible Part Design and simplified design),324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
308606,DM | Define Attribute p4d_part_supervisor on P4DRemanDesign/P4DRemanDesignRevision,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
311071,AW_Banner preference needs to be added in AWC_StartupPreferences through GIT in all the environemnt,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
311072,DM | Create Naming rules for (BEMI) Tools library PLATON (DIWA),324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
311131,Enable Simplified JT Workflow independently of mig master system,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
311229,Hide OOTB product configurator business content which is not consumed in PLATON,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
312362,DM|BUS:Attribute Changes on BUS objects,324412,ADO CLEANUP: Test Case open. User Story closed. Assignee is developer. - ASSIGN DTAG for closing of Test case.,Task
