bug_id,ground_truth_testcases,baseline_predicted_testcases,dense_reranked_predicted_testcases,hybrid_predicted_testcases,hybrid_reranked_predicted_testcases,predicted_testcases,hit@1,hit@3,hit@5,hit@10,mrr,ranking_method,retrieval_scores,reranker_scores,final_scores
335282,[217266],"[217266, 270667, 270663]","[217266, 270667, 270663]","[192290, 217266, 270667, 270663, 244947, 268425, 229401, 254850, 301394, 249127]","[244947, 192290, 217266, 270667, 270663, 268425, 229401, 254850, 301394, 249127]","[244947, 192290, 217266, 270667, 270663, 268425, 229401, 254850, 301394, 249127]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335295,[243382],"[243382, 243432, 249794, 244318, 248473, 217266, 270667]","[243382, 270667, 244318, 243432, 249794, 248473, 217266]","[243382, 217266, 243432, 267302, 244318, 249794, 270667, 315715, 244286, 244323]","[243382, 217266, 243432, 270667, 267302, 244318, 249794, 244323, 315715, 244286]","[243382, 217266, 243432, 270667, 267302, 244318, 249794, 244323, 315715, 244286]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335308,[241215],"[229738, 240295, 241212, 244300, 243437, 244316, 200648]","[240295, 241212, 229738, 244316, 244300, 200648, 243437]","[229738, 241212, 240295, 241211, 243382, 248454, 194889, 252734, 244298, 248457]","[241211, 241212, 229738, 240295, 248454, 252734, 194889, 243382, 248457, 244298]","[241211, 241212, 229738, 240295, 248454, 252734, 194889, 243382, 248457, 244298]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335315,[241212],"[241215, 229738, 243437, 241211, 240295, 244300, 243380, 244316]","[241215, 241211, 229738, 240295, 243437, 244316, 243380, 244300]","[241215, 240295, 248454, 229738, 249134, 241212, 198664, 244316, 241211, 243380]","[241212, 241215, 240295, 248454, 229738, 249134, 198664, 241211, 244316, 243380]","[241212, 241215, 240295, 248454, 229738, 249134, 198664, 241211, 244316, 243380]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335769,"[252114, 428142]","[232000, 219995, 303020, 327190, 252114, 428142]","[232000, 252114, 428142, 327190, 303020, 219995]","[232000, 237946, 188495, 266638, 220481, 219995, 252114, 229495, 206785, 237940]","[232000, 237946, 252114, 237940, 229495, 220481, 188495, 266638, 219995, 206785]","[232000, 237946, 252114, 237940, 229495, 220481, 188495, 266638, 219995, 206785]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335871,[304877],"[304871, 188495, 304863, 188496, 252114, 322837, 208322, 188413]","[304871, 188495, 322837, 304863, 188413, 252114, 188496, 208322]","[188495, 188496, 304871, 208322, 233895, 254956, 254822, 254411, 206785, 195697]","[304871, 188495, 188496, 208322, 233895, 254956, 254822, 254411, 206785, 195697]","[304871, 188495, 188496, 208322, 233895, 254956, 254822, 254411, 206785, 195697]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335898,[205604],"[208368, 201306, 200648, 253746, 289599, 197241]","[208368, 197241, 201306, 200648, 289599, 253746]","[208368, 201306, 316551, 253746, 289599, 198777, 256864, 254850, 200648, 266023]","[208368, 266023, 316551, 253746, 201306, 289599, 200648, 198777, 254850, 256864]","[208368, 266023, 316551, 253746, 201306, 289599, 200648, 198777, 254850, 256864]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336239,[196878],"[197241, 304007, 298326, 200648, 197021, 254850, 205604, 220875, 300114]","[197241, 220875, 304007, 200648, 197021, 300114, 298326, 254850, 205604]","[197944, 254850, 208368, 203751, 316551, 229967, 197021, 304023, 256864, 197241]","[208368, 197944, 316551, 254850, 203751, 229967, 197241, 197021, 256864, 304023]","[208368, 197944, 316551, 254850, 203751, 229967, 197241, 197021, 256864, 304023]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336246,"[197230, 204294, 204298, 204320]","[302141, 302143, 302144, 201306, 253541, 206567, 197911, 248097, 302145, 199096]","[302144, 302143, 302141, 302145, 201306, 197911, 253541, 248097, 206567, 199096]","[302143, 216699, 302141, 302144, 274752, 197911, 204223, 254961, 201306, 291194]","[302143, 302144, 197911, 216699, 302141, 274752, 204223, 254961, 201306, 291194]","[302143, 302144, 197911, 216699, 302141, 274752, 204223, 254961, 201306, 291194]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336277,[205452],"[205452, 311460, 306192, 311271, 274752, 253746, 204898, 201228, 207071]","[205452, 204898, 311460, 311271, 207071, 306192, 274752, 201228, 253746]","[254850, 311040, 254013, 201228, 207071, 311271, 274752, 249127, 205452, 306192]","[205452, 254850, 311040, 254013, 201228, 207071, 311271, 249127, 274752, 306192]","[205452, 254850, 311040, 254013, 201228, 207071, 311271, 249127, 274752, 306192]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336635,[254261],"[254261, 254491, 254475, 207799, 206636, 206638, 196726]","[254261, 254475, 254491, 207799, 206636, 206638, 196726]","[229967, 207799, 254261, 254475, 254491, 194225, 206638, 196726, 229495, 206636]","[254475, 207799, 229967, 254261, 206636, 254491, 206638, 194225, 196726, 229495]","[254475, 207799, 229967, 254261, 206636, 254491, 206638, 194225, 196726, 229495]",0,0,1,1,0.25,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336677,[311040],"[311040, 201228, 204898, 197292]","[311040, 201228, 197292, 204898]","[311040, 201228, 256864, 311271, 197292, 254822, 253746, 204898, 311497, 311748]","[311040, 201228, 256864, 311748, 197292, 311271, 254822, 253746, 311497, 204898]","[311040, 201228, 256864, 311748, 197292, 311271, 254822, 253746, 311497, 204898]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336678,[311040],"[311040, 201228, 204898, 254824]","[311040, 201228, 254824, 204898]","[311040, 201228, 256864, 311271, 197292, 253746, 204898, 311497, 311748, 241468]","[311040, 201228, 241468, 256864, 197292, 253746, 311271, 204898, 311497, 311748]","[311040, 201228, 241468, 256864, 197292, 253746, 311271, 204898, 311497, 311748]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338392,[311271],"[256864, 254822, 311271, 300126, 204898, 197292]","[256864, 254822, 311271, 197292, 204898, 300126]","[311040, 254822, 256864, 201228, 253541, 207071, 292330, 311271, 289599, 204898]","[256864, 311040, 254822, 253541, 292330, 201228, 207071, 289599, 311271, 204898]","[256864, 311040, 254822, 253541, 292330, 201228, 207071, 289599, 311271, 204898]",0,0,0,1,0.1111111111111111,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338468,[313453],"[313453, 292330, 296485, 235696, 253746, 288937]","[313453, 296485, 292330, 235696, 288937, 253746]","[296485, 292330, 313453, 288937, 254850, 292411, 254822, 235696, 221179, 253746]","[296485, 313453, 292330, 235696, 288937, 292411, 254850, 254822, 221179, 253746]","[296485, 313453, 292330, 235696, 288937, 292411, 254850, 254822, 221179, 253746]",0,1,1,1,0.5,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338517,[229967],"[229967, 194787, 249134, 199409, 230196, 254475, 289599, 298326]","[229967, 249134, 230196, 194787, 289599, 254475, 199409, 298326]","[229967, 194787, 249134, 325862, 304871, 254822, 298326, 194889, 199409, 254475]","[229967, 249134, 194787, 325862, 304871, 254822, 298326, 254475, 194889, 199409]","[229967, 249134, 194787, 325862, 304871, 254822, 298326, 254475, 194889, 199409]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
339484,[204456],"[198633, 204456, 201234, 252519, 248635, 206567, 248097, 253204]","[198633, 201234, 248635, 204456, 252519, 248097, 206567, 253204]","[198633, 198220, 188413, 202953, 201234, 248635, 198664, 204456, 252519, 201351]","[198633, 201234, 248635, 198220, 201351, 188413, 202953, 198664, 252519, 204456]","[198633, 201234, 248635, 198220, 201351, 188413, 202953, 198664, 252519, 204456]",0,0,0,1,0.1,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
339779,[197944],"[201306, 202953, 206567, 248097, 197911, 253541, 188413]","[201306, 202953, 197911, 248097, 188413, 206567, 253541]","[197944, 202953, 298321, 298340, 197911, 200149, 201306, 198664, 257656, 266082]","[197944, 202953, 197911, 298321, 298340, 200149, 201306, 198664, 257656, 266082]","[197944, 202953, 197911, 298321, 298340, 200149, 201306, 198664, 257656, 266082]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340326,[249124],"[249124, 220481, 260955]","[249124, 220481, 260955]","[249124, 237946, 238134, 220481, 188495, 206785, 298340, 199735, 188496, 267919]","[249124, 237946, 267919, 220481, 238134, 188495, 199735, 298340, 206785, 188496]","[249124, 237946, 267919, 220481, 238134, 188495, 199735, 298340, 206785, 188496]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340328,[249124],"[249124, 220481, 260955]","[249124, 220481, 260955]","[249124, 237946, 238134, 220481, 188495, 206785, 298340, 199735, 188496, 267919]","[249124, 237946, 267919, 220481, 238134, 188495, 199735, 298340, 206785, 188496]","[249124, 237946, 267919, 220481, 238134, 188495, 199735, 298340, 206785, 188496]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340334,[249124],"[249124, 220481, 260955]","[249124, 220481, 260955]","[249124, 237946, 238134, 220481, 188495, 188496, 206785, 199735, 298340, 267919]","[249124, 237946, 267919, 220481, 238134, 188495, 199735, 206785, 298340, 188496]","[249124, 237946, 267919, 220481, 238134, 188495, 199735, 206785, 298340, 188496]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340402,[237057],"[188413, 350349, 208322, 252477, 244316, 243432, 288320, 253204, 229738]","[188413, 288320, 252477, 244316, 208322, 253204, 350349, 243432, 229738]","[208322, 298577, 350349, 288320, 240871, 303939, 202953, 248635, 231287, 250133]","[288320, 208322, 240871, 231287, 298577, 250133, 350349, 202953, 303939, 248635]","[288320, 208322, 240871, 231287, 298577, 250133, 350349, 202953, 303939, 248635]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340642,[252280],"[252280, 257661, 254548, 311460, 268698, 259682]","[252280, 268698, 254548, 257661, 311460, 259682]","[252280, 283903, 208322, 237940, 254548, 254956, 268698, 220481, 254013, 195697]","[252280, 268698, 237940, 283903, 208322, 254548, 254956, 220481, 195697, 254013]","[252280, 268698, 237940, 283903, 208322, 254548, 254956, 220481, 195697, 254013]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340645,[300502],"[188413, 254850, 243432, 251531, 206567, 243458, 197911, 248097, 202953]","[188413, 251531, 243432, 254850, 206567, 248097, 243458, 197911, 202953]","[232832, 253541, 251531, 274752, 254956, 254850, 254548, 188413, 197911, 255230]","[232832, 188413, 253541, 251531, 254956, 274752, 254850, 254548, 255230, 197911]","[232832, 188413, 253541, 251531, 254956, 274752, 254850, 254548, 255230, 197911]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
343949,[201275],"[201275, 325549, 207071, 325862]","[325549, 201275, 207071, 325862]","[201275, 253204, 325549, 207071, 257653, 257661, 254013, 325862, 231155, 198834]","[325549, 201275, 254013, 253204, 207071, 231155, 257653, 257661, 325862, 198834]","[325549, 201275, 254013, 253204, 207071, 231155, 257653, 257661, 325862, 198834]",0,1,1,1,0.5,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344106,[291327],"[291327, 291328, 239132, 290384, 232521, 334331, 242615, 198773, 237940]","[291327, 291328, 242615, 290384, 239132, 334331, 232521, 237940, 198773]","[237940, 220481, 199416, 283903, 208322, 197469, 195697, 268698, 291327, 291328]","[237940, 268698, 199416, 220481, 283903, 208322, 197469, 195697, 291328, 291327]","[237940, 268698, 199416, 220481, 283903, 208322, 197469, 195697, 291328, 291327]",0,0,0,1,0.1,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344117,[197469],"[199416, 237940, 197469, 220481, 242615, 334331]","[199416, 237940, 197469, 242615, 334331, 220481]","[237940, 220481, 199416, 283903, 208322, 197021, 197469, 202757, 242615, 334331]","[199416, 237940, 197469, 220481, 283903, 208322, 242615, 197021, 202757, 334331]","[199416, 237940, 197469, 220481, 283903, 208322, 242615, 197021, 202757, 334331]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344123,[303933],"[303930, 303933, 200149, 195729, 303922, 303940, 198777, 199416]","[303930, 303933, 303922, 303940, 195729, 200149, 198777, 199416]","[303945, 198777, 194519, 303930, 303940, 303933, 303922, 247279, 303921, 303939]","[303945, 303933, 303930, 198777, 303940, 194519, 303922, 303939, 303921, 247279]","[303945, 303933, 303930, 198777, 303940, 194519, 303922, 303939, 303921, 247279]",0,1,1,1,0.5,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344129,[300126],"[254013, 300126, 199943, 311460, 188413, 311271, 254956]","[254013, 300126, 199943, 188413, 311271, 254956, 311460]","[254013, 253541, 195697, 313453, 288937, 274752, 301394, 300126, 199943, 300237]","[254013, 300237, 301394, 300126, 199943, 195697, 288937, 253541, 313453, 274752]","[254013, 300237, 301394, 300126, 199943, 195697, 288937, 253541, 313453, 274752]",0,0,1,1,0.25,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348330,[198220],"[198220, 198633, 204456, 248635, 340185, 340311]","[198220, 340311, 340185, 198633, 248635, 204456]","[198220, 198633, 299900, 248635, 204456, 220481, 188495, 301817, 255234, 340185]","[198220, 299900, 340185, 248635, 198633, 204456, 220481, 188495, 301817, 255234]","[198220, 299900, 340185, 248635, 198633, 204456, 220481, 188495, 301817, 255234]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348395,[255234],"[220481, 255234, 311578, 311527, 202757, 254956, 334331]","[311527, 220481, 311578, 254956, 255234, 334331, 202757]","[198220, 220481, 254956, 283903, 237946, 311578, 188495, 249124, 255234, 311527]","[254956, 311578, 198220, 220481, 311527, 283903, 255234, 237946, 249124, 188495]","[254956, 311578, 198220, 220481, 311527, 283903, 255234, 237946, 249124, 188495]",0,0,0,1,0.14285714285714285,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348526,[252280],"[252280, 257661, 311460, 254548, 268698, 243440, 237940]","[252280, 257661, 268698, 237940, 254548, 311460, 243440]","[252280, 237940, 283903, 208322, 220481, 268698, 195697, 254548, 257661, 242615]","[252280, 237940, 283903, 220481, 268698, 208322, 195697, 254548, 242615, 257661]","[252280, 237940, 283903, 220481, 268698, 208322, 195697, 254548, 242615, 257661]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348735,[204456],"[198220, 198633, 204456, 228084, 248577]","[204456, 198220, 198633, 248577, 228084]","[198220, 198633, 248635, 204456, 254850, 249124, 254548, 299900, 301817, 199735]","[204456, 198220, 198633, 254850, 248635, 249124, 254548, 301817, 299900, 199735]","[204456, 198220, 198633, 254850, 248635, 249124, 254548, 301817, 299900, 199735]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348739,[299900],"[299900, 248635, 228084, 198220]","[299900, 228084, 248635, 198220]","[198220, 299900, 248635, 204456, 198633, 192290, 201234, 228084, 340185, 340311]","[198220, 340311, 299900, 340185, 204456, 248635, 198633, 228084, 192290, 201234]","[198220, 340311, 299900, 340185, 204456, 248635, 198633, 228084, 192290, 201234]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348793,[311625],"[268255, 198357, 299413, 197021, 197230, 298326, 198834, 267632, 289599]","[268255, 267632, 198357, 299413, 197230, 197021, 198834, 289599, 298326]","[197021, 249127, 238134, 254013, 198777, 257653, 254850, 201275, 231155, 305344]","[254013, 197021, 201275, 249127, 238134, 198777, 257653, 254850, 231155, 305344]","[254013, 197021, 201275, 249127, 238134, 198777, 257653, 254850, 231155, 305344]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348795,[195995],"[233895, 195995, 198773, 242615, 201275, 237940, 315715]","[195995, 233895, 198773, 315715, 242615, 201275, 237940]","[237940, 233895, 301394, 238134, 315715, 194519, 201275, 231155, 208322, 195995]","[237940, 195995, 233895, 315715, 301394, 231155, 194519, 238134, 201275, 208322]","[237940, 195995, 233895, 315715, 301394, 231155, 194519, 238134, 201275, 208322]",0,1,1,1,0.5,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348827,[240871],"[197021, 240871, 254548, 198664, 243397]","[240871, 197021, 198664, 254548, 243397]","[197021, 270667, 240871, 197911, 268425, 231155, 201275, 350349, 308645, 254548]","[240871, 197021, 308645, 270667, 231155, 197911, 268425, 350349, 201275, 254548]","[240871, 197021, 308645, 270667, 231155, 197911, 268425, 350349, 201275, 254548]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348834,[240871],"[240871, 254548, 350349, 197911, 251905, 244298, 202953, 251921, 249134, 197021]","[240871, 251905, 197911, 197021, 249134, 251921, 202953, 254548, 244298, 350349]","[197021, 240871, 197911, 350349, 204573, 201275, 248635, 288320, 208322, 268379]","[240871, 197021, 197911, 288320, 268379, 201275, 350349, 204573, 248635, 208322]","[240871, 197021, 197911, 288320, 268379, 201275, 350349, 204573, 248635, 208322]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348912,[192290],"[192290, 300126, 200671]","[192290, 200671, 300126]","[192290, 217266, 270667, 195729, 253541, 244947, 301394, 195697, 257661, 300126]","[192290, 244947, 301394, 217266, 195729, 253541, 195697, 270667, 257661, 300126]","[192290, 244947, 301394, 217266, 195729, 253541, 195697, 270667, 257661, 300126]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349087,[201234],"[248635, 201234, 197911, 251905, 350349, 202953, 251921, 244298, 65203, 476960]","[251905, 201234, 248635, 197911, 350349, 202953, 251921, 244298, 65203, 476960]","[248635, 197911, 483971, 350349, 204456, 298577, 231287, 250133, 240871, 303939]","[197911, 248635, 250133, 231287, 483971, 350349, 204456, 298577, 240871, 303939]","[197911, 248635, 250133, 231287, 483971, 350349, 204456, 298577, 240871, 303939]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349094,[248635],"[201234, 204456, 248635, 198220, 350349, 198664, 249134, 288320, 250133]","[201234, 248635, 288320, 204456, 198220, 198664, 250133, 350349, 249134]","[198220, 201234, 248635, 298577, 350349, 288320, 303939, 231287, 250133, 483971]","[198220, 201234, 231287, 248635, 288320, 250133, 298577, 350349, 483971, 303939]","[198220, 201234, 231287, 248635, 288320, 250133, 298577, 350349, 483971, 303939]",0,0,1,1,0.25,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349143,[303945],"[303945, 303940, 197230, 325862, 194519, 194787, 199409, 229967, 220875]","[303945, 229967, 303940, 194519, 199409, 197230, 220875, 194787, 325862]","[229967, 303945, 325862, 249134, 221179, 303940, 194787, 199409, 316551, 303933]","[303945, 229967, 249134, 303940, 316551, 325862, 303933, 199409, 221179, 194787]","[303945, 229967, 249134, 303940, 316551, 325862, 303933, 199409, 221179, 194787]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
351385,[270667],"[270667, 270663, 268425, 197174, 311460, 217266]","[270667, 268425, 270663, 197174, 311460, 217266]","[217266, 197021, 270667, 270663, 268425, 192290, 244947, 301394, 197174, 308645]","[244947, 217266, 270667, 197021, 197174, 268425, 270663, 308645, 192290, 301394]","[244947, 217266, 270667, 197021, 197174, 268425, 270663, 308645, 192290, 301394]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
351773,[291403],"[247279, 198777, 291403, 327120, 217153, 315186, 311625]","[247279, 291403, 198777, 315186, 217153, 327120, 311625]","[247279, 231155, 207800, 230596, 194225, 197021, 254850, 254261, 325549, 291403]","[247279, 291403, 231155, 207800, 254850, 230596, 325549, 194225, 197021, 254261]","[247279, 291403, 231155, 207800, 254850, 230596, 325549, 194225, 197021, 254261]",0,1,1,1,0.5,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349201,[209386],"[201306, 253541, 206567, 248097, 202953, 188413, 206566, 209249]","[248097, 201306, 188413, 206567, 206566, 209249, 253541, 202953]","[197911, 206567, 204898, 209386, 201306, 248475, 254533, 267632, 220875, 229738]","[197911, 254533, 206567, 204898, 209386, 220875, 201306, 248475, 267632, 229738]","[197911, 254533, 206567, 204898, 209386, 220875, 201306, 248475, 267632, 229738]",0,0,1,1,0.2,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
