bug_id,ground_truth_testcases,baseline_predicted_testcases,dense_reranked_predicted_testcases,hybrid_predicted_testcases,hybrid_reranked_predicted_testcases,predicted_testcases,hit@1,hit@3,hit@5,hit@10,mrr,ranking_method,retrieval_scores,reranker_scores,final_scores
426055,[254064],"[162671, 251786, 162660, 162662, 162666, 230696, 84383, 163017, 427430, 86996]","[162671, 162660, 162662, 162666, 230696, 163017, 251786, 84383, 427430, 86996]","[230696, 162666, 97269, 180379, 84383, 243377, 252491, 140725, 140744, 477757]","[230696, 162666, 140725, 243377, 180379, 97269, 477757, 140744, 84383, 252491]","[230696, 162666, 140725, 243377, 180379, 97269, 477757, 140744, 84383, 252491]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426935,"[248967, 312725]","[232258, 227801, 330826, 336267, 204898, 335370, 229495, 334767, 232521, 250344]","[232258, 232521, 227801, 330826, 336267, 204898, 335370, 229495, 334767, 250344]","[268698, 324588, 329634, 226143, 229401, 268379, 204898, 334767, 195721, 199416]","[268698, 195721, 324588, 329634, 226143, 229401, 268379, 204898, 334767, 199416]","[268698, 195721, 324588, 329634, 226143, 229401, 268379, 204898, 334767, 199416]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426855,[244314],"[257661, 162167, 287229, 248824, 267302, 317130, 84114, 175602, 180306, 217266]","[317130, 257661, 162167, 287229, 180306, 84114, 248824, 267302, 175602, 217266]","[217266, 267302, 195729, 232644, 257661, 162167, 287229, 291873, 248824, 93624]","[217266, 93624, 291873, 267302, 195729, 232644, 257661, 162167, 287229, 248824]","[217266, 93624, 291873, 267302, 195729, 232644, 257661, 162167, 287229, 248824]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
428072,[252477],"[292411, 426745, 334630, 289020, 441330, 198834, 292330, 311261, 243439]","[292411, 243439, 334630, 311261, 441330, 289020, 198834, 426745, 292330]","[292411, 204223, 348869, 426745, 289020, 334630, 292330, 441330, 325858, 350304]","[292411, 204223, 334630, 441330, 289020, 350304, 348869, 426745, 325858, 292330]","[292411, 204223, 334630, 441330, 289020, 350304, 348869, 426745, 325858, 292330]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
427799,[243398],"[230696, 239378, 244300, 247205, 248474, 244316, 229738, 243458, 243469]","[230696, 248474, 243458, 239378, 243469, 244316, 229738, 244300, 247205]","[229738, 248474, 243398, 244316, 267302, 230047, 243379, 230696, 243458, 243380]","[229738, 243398, 248474, 243458, 267302, 244316, 230047, 230696, 243379, 243380]","[229738, 243398, 248474, 243458, 267302, 244316, 230047, 230696, 243379, 243380]",0,1,1,1,0.5,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
427842,[300114],"[311261, 231195, 230439, 243403, 87472, 162660, 162662, 162666, 239378, 240295]","[87472, 311261, 162662, 243403, 162660, 240295, 231195, 162666, 230439, 239378]","[311261, 256864, 303969, 87472, 162666, 197241, 244283, 83668, 105317, 180385]","[197241, 311261, 87472, 256864, 303969, 162666, 244283, 105317, 180385, 83668]","[197241, 311261, 87472, 256864, 303969, 162666, 244283, 105317, 180385, 83668]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
422528,[296485],"[339353, 329672, 296485, 209386, 292003, 207071, 441951]","[339353, 329672, 441951, 296485, 209386, 207071, 292003]","[329672, 296485, 339353, 441951, 292330, 339727, 235696, 287554, 291864, 292003]","[339353, 329672, 296485, 339727, 441951, 292330, 235696, 287554, 291864, 292003]","[339353, 329672, 296485, 339727, 441951, 292330, 235696, 287554, 291864, 292003]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
428079,[349211],"[220119, 182613, 188912, 188913, 189502, 189503, 105317, 180385, 220118, 220120]","[220119, 220118, 182613, 189502, 188913, 220120, 180385, 105317, 189503, 188912]","[105317, 349211, 334334, 249134, 220119, 332497, 180385, 194800, 182613, 188912]","[349211, 105317, 334334, 220119, 249134, 332497, 180385, 194800, 182613, 188912]","[349211, 105317, 334334, 220119, 249134, 332497, 180385, 194800, 182613, 188912]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
341352,[311748],"[254822, 254824, 306192, 311271, 204898, 311040, 315275]","[254822, 315275, 311271, 306192, 254824, 204898, 311040]","[311040, 254822, 256864, 201228, 311271, 296485, 253746, 292411, 306192, 289599]","[311040, 289599, 254822, 256864, 311271, 296485, 201228, 306192, 292411, 253746]","[311040, 289599, 254822, 256864, 311271, 296485, 201228, 306192, 292411, 253746]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
428326,[202582],"[283679, 334261, 113281, 349211, 291703, 306925, 205842, 244316, 202582, 247896]","[283679, 306925, 113281, 291703, 244316, 334261, 349211, 202582, 247896, 205842]","[155213, 202582, 485219, 97615, 477372, 105317, 247896, 98225, 283679, 334261]","[485219, 155213, 202582, 97615, 477372, 105317, 247896, 98225, 283679, 334261]","[485219, 155213, 202582, 97615, 477372, 105317, 247896, 98225, 283679, 334261]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426495,[270667],"[335370, 338388, 334895, 291203, 254411, 311041, 329968, 311058, 283679, 232521]","[335370, 338388, 334895, 232521, 311041, 254411, 291203, 311058, 329968, 283679]","[335370, 338388, 270667, 254548, 334895, 254411, 311041, 329968, 240871, 283679]","[240871, 335370, 338388, 270667, 254548, 334895, 254411, 311041, 329968, 283679]","[240871, 335370, 338388, 270667, 254548, 334895, 254411, 311041, 329968, 283679]",0,0,1,1,0.25,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61595,"[56744, 476830]","[56744, 476830, 155213, 287225, 477773, 274752, 116954, 188413, 315596, 94109]","[56744, 476830, 155213, 287225, 477773, 274752, 116954, 94109, 188413, 315596]","[116954, 94109, 180368, 155213, 56744, 476830, 66714, 66824, 97079, 180302]","[56744, 476830, 116954, 94109, 180368, 155213, 66714, 180302, 97079, 66824]","[56744, 476830, 116954, 94109, 180368, 155213, 66714, 180302, 97079, 66824]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61774,[61140],"[61140, 157487, 208214, 106315, 180387, 207370, 427430, 84114, 175602, 180306]","[61140, 427430, 157487, 208214, 180387, 106315, 207370, 84114, 180306, 175602]","[61140, 177200, 157487, 208214, 483975, 305344, 243397, 332121, 106315, 180387]","[483975, 61140, 177200, 157487, 208214, 305344, 243397, 332121, 106315, 180387]","[483975, 61140, 177200, 157487, 208214, 305344, 243397, 332121, 106315, 180387]",0,1,1,1,0.5,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61777,[61140],"[61140, 427430, 188913, 86996, 180355, 84114, 175602, 180306, 162651, 155213]","[61140, 84114, 180306, 427430, 188913, 175602, 155213, 162651, 180355, 86996]","[61140, 86996, 180355, 188913, 124017, 194889, 162671, 182613, 188729, 84627]","[124017, 61140, 194889, 86996, 180355, 188913, 162671, 188729, 84627, 182613]","[124017, 61140, 194889, 86996, 180355, 188913, 162671, 188729, 84627, 182613]",0,1,1,1,0.5,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61778,[61140],"[61140, 159141, 427430, 106315, 180387, 207370, 121467, 180397, 197231]","[61140, 180387, 106315, 207370, 159141, 180397, 121467, 427430, 197231]","[61140, 229967, 102959, 254411, 159141, 198664, 304871, 427430, 106315, 180387]","[61140, 229967, 102959, 254411, 198664, 159141, 180387, 106315, 304871, 427430]","[61140, 229967, 102959, 254411, 198664, 159141, 180387, 106315, 304871, 427430]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
62534,"[66804, 111296, 477545]","[159141, 140739, 197231, 96685, 180376, 84114, 175602, 180306, 94582, 162506]","[96685, 140739, 159141, 197231, 180376, 162506, 94582, 84114, 180306, 175602]","[96685, 216700, 178212, 159141, 316274, 84385, 180310, 86193, 180351, 477251]","[96685, 216700, 178212, 159141, 180351, 86193, 477251, 316274, 180310, 84385]","[96685, 216700, 178212, 159141, 180351, 86193, 477251, 316274, 180310, 84385]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66057,[44315],"[84114, 175602, 180306, 257656, 228084, 88483, 93916, 95791, 180360, 180370]","[175602, 84114, 180306, 93916, 180360, 88483, 257656, 228084, 95791, 180370]","[61140, 84114, 175602, 180306, 257369, 195729, 301394, 253204, 311625, 207916]","[175602, 61140, 84114, 180306, 301394, 257369, 195729, 253204, 311625, 207916]","[175602, 61140, 84114, 180306, 301394, 257369, 195729, 253204, 311625, 207916]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95007,[110138],"[103798, 104142, 104137, 103755, 68033, 110147, 113264, 83668, 113275, 243376]","[103798, 113264, 104137, 103755, 113275, 68033, 104142, 243376, 83668, 110147]","[84081, 83663, 103798, 68033, 83984, 103755, 104142, 84083, 83668, 110147]","[103755, 83663, 84081, 68033, 103798, 83984, 104142, 83668, 110147, 84083]","[103755, 83663, 84081, 68033, 103798, 83984, 104142, 83668, 110147, 84083]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95510,[103798],"[104137, 103798, 113264, 104142, 104397, 113275, 243376, 113277, 104126, 110138]","[104137, 113264, 103798, 113275, 104142, 243376, 104397, 113277, 104126, 110138]","[84081, 83663, 83984, 110138, 83990, 104137, 84114, 175602, 180306, 103798]","[104137, 84081, 83663, 83984, 110138, 83990, 84114, 180306, 103798, 175602]","[104137, 84081, 83663, 83984, 110138, 83990, 84114, 180306, 103798, 175602]",0,0,0,1,0.1111111111111111,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95754,[103799],"[241211, 104134, 104126, 103799, 104137, 103687, 316194, 332357]","[103799, 241211, 104137, 332357, 316194, 104126, 104134, 103687]","[84081, 83663, 68033, 104133, 103798, 104126, 103799, 241211, 104134, 84089]","[103799, 84081, 83663, 68033, 104133, 103798, 104126, 241211, 104134, 84089]","[103799, 84081, 83663, 68033, 104133, 103798, 104126, 241211, 104134, 84089]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95757,[103743],"[216708, 252491, 283679, 121467, 180397, 332357, 163017, 248457, 83988, 162671]","[332357, 216708, 163017, 283679, 180397, 121467, 248457, 252491, 83988, 162671]","[244254, 68033, 244269, 333180, 230696, 455189, 216708, 244286, 252491, 283679]","[244269, 244254, 244286, 68033, 455189, 333180, 230696, 283679, 216708, 252491]","[244269, 244254, 244286, 68033, 455189, 333180, 230696, 283679, 216708, 252491]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97642,[103755],"[243439, 244283, 104142, 266419, 110147, 84081, 104137, 68033, 103798]","[68033, 243439, 244283, 104142, 266419, 110147, 84081, 104137, 103798]","[84081, 68033, 103798, 83668, 110147, 104142, 113264, 84083, 243439, 266419]","[68033, 84081, 103798, 83668, 84083, 110147, 113264, 104142, 243439, 266419]","[68033, 84081, 103798, 83668, 84083, 110147, 113264, 104142, 243439, 266419]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98184,[103800],"[103800, 103755, 140709, 140716, 140718, 83663, 110147, 84083, 140699, 104142]","[103800, 103755, 83663, 84083, 110147, 140718, 140709, 140716, 140699, 104142]","[84081, 83984, 103800, 104133, 103799, 83663, 229738, 110138, 110147, 84089]","[84081, 83984, 83663, 84089, 103800, 104133, 103799, 229738, 110138, 110147]","[84081, 83984, 83663, 84089, 103800, 104133, 103799, 229738, 110138, 110147]",0,0,1,1,0.2,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99125,[104126],"[104134, 104137, 113277, 99206, 104131, 104133, 113281, 103687, 103798, 104142]","[99206, 104134, 104137, 103687, 113277, 103798, 104131, 104133, 113281, 104142]","[104133, 84081, 103798, 83668, 83663, 104134, 113281, 104137, 104131, 103799]","[103798, 104133, 83668, 103799, 84081, 104131, 113281, 83663, 104137, 104134]","[103798, 104133, 83668, 103799, 84081, 104131, 113281, 83663, 104137, 104134]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99127,"[104131, 104133]","[104133, 104126, 104134, 230998, 104142, 83988, 104137, 84383, 175601, 180309]","[83988, 104133, 104126, 104134, 230998, 104142, 104137, 84383, 180309, 175601]","[84081, 104133, 103798, 84083, 83990, 83668, 68033, 83984, 104137, 104134]","[84081, 83668, 83990, 68033, 83984, 84083, 104133, 103798, 104137, 104134]","[84081, 83668, 83990, 68033, 83984, 84083, 104133, 103798, 104137, 104134]",0,0,0,1,0.14285714285714285,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99131,[104133],"[104133, 103798, 104131, 83988, 104126, 216708, 113264, 83663, 104139]","[104133, 83663, 103798, 83988, 104131, 104126, 113264, 216708, 104139]","[104133, 84081, 103798, 83663, 83990, 104131, 104126, 113281, 113264, 104138]","[84081, 83663, 83990, 104133, 103798, 104131, 104126, 113281, 113264, 104138]","[84081, 83663, 83990, 104133, 103798, 104131, 104126, 113281, 113264, 104138]",0,0,1,1,0.25,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99138,[104134],"[104126, 104137, 103687, 99206, 103798, 84081, 162660, 162662, 162666, 241211]","[104126, 103798, 103687, 104137, 84081, 241211, 99206, 162660, 162662, 162666]","[84081, 83663, 103798, 83990, 68033, 104126, 99206, 103687, 104137, 103799]","[84081, 103798, 104126, 103687, 83663, 104137, 99206, 83990, 68033, 103799]","[84081, 103798, 104126, 103687, 83663, 104137, 99206, 83990, 68033, 103799]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99147,[104137],"[103798, 113275, 243376, 104134, 104126, 103687, 104142, 103755, 110147, 113264]","[103798, 243376, 113275, 113264, 104126, 104134, 103687, 103755, 104142, 110147]","[103798, 104133, 104131, 83984, 84081, 68033, 84114, 175602, 180306, 103687]","[83984, 84114, 180306, 103798, 175602, 104133, 104131, 84081, 68033, 103687]","[83984, 84114, 180306, 103798, 175602, 104133, 104131, 84081, 68033, 103687]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99149,[103687],"[104134, 99206, 104137, 113275, 243376, 104126, 229850, 243464, 241211, 105245]","[243376, 113275, 104134, 99206, 104137, 104126, 229850, 243464, 241211, 105245]","[83663, 68033, 103798, 84081, 83990, 104137, 84083, 104126, 99206, 104134]","[68033, 83663, 103798, 84081, 83990, 104137, 99206, 104126, 84083, 104134]","[68033, 83663, 103798, 84081, 83990, 104137, 99206, 104126, 84083, 104134]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99404,"[84114, 175602, 180306]","[257656, 84114, 175602, 180306, 251786, 94582, 162506, 180369, 228084, 159141]","[175602, 257656, 84114, 180306, 94582, 162506, 180369, 251786, 159141, 228084]","[195729, 301394, 257656, 44315, 84114, 175602, 180306, 251786, 87041, 180356]","[44315, 301394, 195729, 257656, 175602, 84114, 180306, 251786, 87041, 180356]","[44315, 301394, 195729, 257656, 175602, 84114, 180306, 251786, 87041, 180356]",0,0,1,1,0.2,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99551,"[84869, 180325]","[84920, 180329, 84949, 180332, 287197, 477204, 203710, 84912, 180328, 65147]","[180332, 84949, 180329, 84920, 65147, 203710, 84912, 180328, 477204, 287197]","[84081, 84949, 180332, 84912, 180328, 84920, 180329, 84818, 180323, 203979]","[84081, 84912, 180328, 84949, 180332, 84920, 180329, 84818, 180323, 203979]","[84081, 84912, 180328, 84949, 180332, 84920, 180329, 84818, 180323, 203979]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99561,"[84114, 84574, 175602, 180306]","[84114, 175602, 180306, 85624, 85628, 85657, 220117, 140715, 197231, 86281]","[85628, 85624, 140715, 84114, 180306, 85657, 175602, 220117, 197231, 86281]","[84114, 175602, 180306, 85657, 84574, 85624, 85628, 86281, 105245, 180384]","[84114, 180306, 175602, 180384, 105245, 85628, 85624, 85657, 84574, 86281]","[84114, 180306, 175602, 180384, 105245, 85628, 85624, 85657, 84574, 86281]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99581,"[84676, 85248, 180318, 180339]","[91197, 85717, 180347, 240295, 83990, 105317, 354088, 249124, 194225, 221179]","[83990, 91197, 85717, 180347, 240295, 105317, 354088, 249124, 194225, 221179]","[83990, 84081, 85717, 180347, 105317, 91197, 86443, 84818, 180323, 203979]","[83990, 84081, 85717, 180347, 105317, 91197, 86443, 84818, 180323, 203979]","[83990, 84081, 85717, 180347, 105317, 91197, 86443, 84818, 180323, 203979]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99601,"[85237, 180336, 197198]","[84818, 180323, 203979, 84383, 84114, 175601, 175602, 180306, 180309, 228084]","[84383, 84114, 180306, 84818, 180323, 203979, 180309, 175602, 175601, 228084]","[84818, 180323, 203979, 84383, 83984, 84114, 175602, 180306, 204331, 84869]","[83984, 84818, 180323, 203979, 84114, 180306, 84383, 175602, 204331, 84869]","[83984, 84818, 180323, 203979, 84114, 180306, 84383, 175602, 204331, 84869]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99617,[98225],"[184364, 329968, 162937, 85327, 180341, 197551, 301542, 303969, 197555, 84285]","[184364, 329968, 85327, 180341, 197551, 162937, 301542, 303969, 197555, 84285]","[84818, 180323, 203979, 85717, 180347, 85327, 180341, 197551, 84114, 84574]","[180341, 85327, 197551, 84818, 180323, 203979, 180347, 85717, 84574, 84114]","[180341, 85327, 197551, 84818, 180323, 203979, 180347, 85717, 84574, 84114]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99619,"[94582, 162506, 180369]","[84114, 175602, 180306, 84912, 180328, 94582, 162506, 180369, 477318, 86581]","[84114, 180306, 477318, 94582, 180369, 162506, 175602, 84912, 180328, 86581]","[84912, 180328, 86581, 180353, 94582, 162506, 180369, 84869, 180325, 96451]","[84912, 180328, 162506, 94582, 180369, 180353, 86581, 84869, 180325, 96451]","[84912, 180328, 162506, 94582, 180369, 180353, 86581, 84869, 180325, 96451]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99680,"[85539, 180343]","[84818, 180323, 203979, 65147, 84869, 84920, 84949, 180325, 180329, 180332]","[84818, 180323, 203979, 84869, 180325, 84949, 180332, 65147, 84920, 180329]","[84818, 180323, 203979, 94582, 162506, 180369, 84949, 180332, 84920, 180329]","[84818, 180323, 203979, 94582, 162506, 180369, 84949, 180332, 84920, 180329]","[84818, 180323, 203979, 94582, 162506, 180369, 84949, 180332, 84920, 180329]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
99692,"[84920, 180329, 287197, 477204]","[84949, 180332, 84869, 180325, 86581, 180353, 88483, 93916, 95791, 180360]","[84949, 180332, 84869, 180325, 86581, 180353, 88483, 180360, 93916, 95791]","[84869, 180325, 84949, 180332, 84818, 180323, 203979, 86581, 180353, 85327]","[180332, 84949, 180325, 84869, 84818, 180323, 203979, 86581, 180353, 85327]","[180332, 84949, 180325, 84869, 84818, 180323, 203979, 86581, 180353, 85327]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99693,"[86193, 180351]","[86193, 180351, 84818, 180323, 203979, 200406, 200474, 200641, 217544, 217545]","[86193, 180351, 200641, 200474, 217545, 200406, 217544, 203979, 84818, 180323]","[86193, 180351, 83663, 305344, 85248, 84114, 175602, 180306, 84574, 84818]","[83663, 85248, 180351, 86193, 84574, 305344, 175602, 84114, 180306, 84818]","[83663, 85248, 180351, 86193, 84574, 305344, 175602, 84114, 180306, 84818]",0,1,1,1,0.3333333333333333,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99718,"[85236, 180335]","[85717, 180347, 84818, 180323, 203979, 91197, 96451, 85735, 180348, 84417]","[85717, 180347, 91197, 84818, 180323, 203979, 85735, 180348, 84417, 96451]","[85717, 180347, 84818, 180323, 203979, 91197, 85735, 180348, 96685, 180376]","[85717, 180347, 91197, 85735, 180348, 84818, 203979, 180323, 96685, 180376]","[85717, 180347, 91197, 85735, 180348, 84818, 203979, 180323, 96685, 180376]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99728,"[84949, 180332]","[84920, 180329, 84869, 180325, 84949, 180332, 84818, 180323, 203979, 287197]","[84949, 180332, 180329, 84920, 180325, 84869, 84818, 180323, 203979, 287197]","[84869, 180325, 84920, 180329, 86581, 180353, 84949, 180332, 84818, 180323]","[84949, 180332, 180325, 84869, 84920, 180329, 180353, 86581, 84818, 180323]","[84949, 180332, 180325, 84869, 84920, 180329, 180353, 86581, 84818, 180323]",1,1,1,1,1.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99756,"[85252, 180340]","[84676, 85248, 180318, 180339, 105317, 190342, 96451, 203981, 96563, 91197]","[190342, 85248, 180339, 84676, 180318, 203981, 105317, 96451, 96563, 91197]","[84818, 180323, 203979, 85717, 180347, 84912, 180328, 96563, 91197, 84869]","[180328, 84912, 96563, 84818, 180323, 203979, 180347, 85717, 91197, 84869]","[180328, 84912, 96563, 84818, 180323, 203979, 180347, 85717, 91197, 84869]",0,0,0,0,0.0,hybrid+reranked,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
